"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.367352958E1,7.097939758E0,-5.323379974E0,-3.975732422E-1
2.368352558E1,7.221283264E0,-5.342390442E0,-3.731739807E-1
2.369352158E1,7.285799103E0,-5.336851959E0,-3.460803223E-1
2.370351758E1,7.303312683E0,-5.357359314E0,-2.644999695E-1
2.371351258E1,7.145840149E0,-5.310207367E0,-1.407073975E-1
2.372350858E1,6.921905823E0,-5.196294250E0,9.535171509E-2
2.373350458E1,6.801556091E0,-5.172493744E0,3.276686096E-1
2.374349958E1,6.897207184E0,-5.246589661E0,5.147795105E-1
2.375349558E1,7.165000305E0,-5.303770752E0,6.912625122E-1
2.376349158E1,7.487579498E0,-5.303171997E0,7.839198303E-1
2.377349196E1,7.874824219E0,-5.328619080E0,9.136999512E-1
2.378348696E1,8.265661469E0,-5.413791962E0,8.710386658E-1
2.379348296E1,8.529412994E0,-5.447920990E0,7.979905701E-1
2.380347896E1,8.701255646E0,-5.579347687E0,6.803352356E-1
2.381347496E1,8.792715454E0,-5.933810577E0,4.905299377E-1
2.382346996E1,8.938512268E0,-6.550827484E0,2.496807861E-1
2.383346596E1,9.112600250E0,-7.344327393E0,2.993774414E-2
2.384346196E1,9.347910919E0,-8.037835236E0,-1.685494995E-1
2.385345696E1,9.667196960E0,-8.521329803E0,-2.694396973E-1
2.386345296E1,9.865833893E0,-8.757089539E0,-2.745291138E-1
2.387344896E1,1.012838791E1,-9.067993011E0,3.562591553E-2
2.388344496E1,1.039408539E1,-9.287586365E0,3.852987671E-1
2.389343996E1,1.032867142E1,-9.040150909E0,7.608677673E-1
2.390343596E1,9.842183075E0,-8.587791595E0,1.157991943E0
2.391343196E1,9.225615234E0,-7.887697449E0,1.603914642E0
2.392342696E1,8.616980896E0,-7.196285248E0,2.079924774E0
2.393342296E1,8.162825317E0,-6.855743408E0,2.670895844E0
2.394341896E1,7.776329041E0,-6.873406677E0,3.159180450E0
2.395341496E1,7.443720703E0,-7.184759216E0,3.569028168E0
2.396340996E1,7.037914581E0,-7.592960358E0,3.625011749E0
2.397340596E1,6.590195618E0,-8.198750610E0,3.284170532E0
2.398340196E1,6.296656036E0,-8.597072296E0,2.928959198E0
2.399339796E1,6.069129181E0,-8.836125183E0,2.539319458E0
2.400339296E1,5.836363220E0,-8.807834015E0,2.152673492E0
2.401338896E1,5.583688660E0,-8.441096649E0,1.771266632E0
2.402338496E1,5.424868927E0,-7.908803558E0,1.504072266E0
2.403337996E1,5.603297882E0,-7.429949341E0,1.506766663E0
2.404337596E1,6.031108246E0,-7.160060577E0,1.790576477E0
2.405337196E1,6.237828369E0,-6.980883179E0,2.149979095E0
2.406336796E1,6.237528992E0,-6.895410919E0,2.464325409E0
2.407336296E1,6.115083618E0,-6.794371033E0,2.716850281E0
2.408335896E1,5.888005829E0,-6.721472626E0,2.952460327E0
2.409335496E1,5.558241577E0,-6.617588654E0,3.148402863E0
2.410335096E1,5.208568726E0,-6.502927094E0,3.129691772E0
2.411334596E1,4.962330780E0,-6.411167908E0,2.965483246E0
2.412334196E1,4.870571594E0,-6.278693390E0,2.724185028E0
2.413333796E1,4.875810699E0,-6.059698792E0,2.512076111E0
2.414333296E1,4.959786072E0,-5.863905945E0,2.338137817E0
2.415332896E1,5.165009308E0,-5.766458588E0,2.123933258E0
2.416332496E1,5.513035583E0,-5.768554230E0,1.824705505E0
2.417332096E1,5.907764740E0,-5.825286255E0,1.437909851E0
2.418331596E1,6.176905060E0,-5.746400299E0,1.051862640E0
2.419331196E1,6.361920319E0,-5.626948700E0,7.610174561E-1
2.420330796E1,6.421346741E0,-5.490133209E0,4.962181091E-1
2.421330396E1,6.497837677E0,-5.429658966E0,4.225712585E-1
2.422329896E1,6.647227020E0,-5.614524536E0,4.674778748E-1
2.423329496E1,6.810986481E0,-5.852379913E0,6.236032104E-1
2.424329096E1,6.951095123E0,-5.942642212E0,9.306147766E-1
2.425328596E1,7.041357422E0,-6.027066650E0,1.272653503E0
2.426328196E1,7.116650848E0,-6.145021362E0,1.448388062E0
2.427327796E1,7.248676300E0,-6.371201019E0,1.469045105E0
2.428327396E1,7.238497467E0,-6.585854645E0,1.255289612E0
2.429326896E1,7.244634705E0,-6.772366791E0,1.016985168E0
2.430326496E1,7.359296265E0,-7.079228668E0,7.937992859E-1
2.431326096E1,7.389383698E0,-7.436685333E0,6.899153137E-1
2.432325596E1,7.381150818E0,-7.912994843E0,7.932005310E-1
2.433325196E1,7.439080353E0,-8.438551941E0,9.048683167E-1
2.434324796E1,7.422165527E0,-8.763077087E0,1.071771240E0
2.435324396E1,7.396718445E0,-8.872948608E0,1.307980042E0
2.436323896E1,7.453151093E0,-9.019344177E0,1.395997009E0
2.437323496E1,7.588619385E0,-9.382339325E0,1.254092102E0
2.438323096E1,7.654931488E0,-9.823471985E0,1.119971008E0
2.439322596E1,7.539371796E0,-9.942324829E0,9.084608459E-1
2.440322196E1,7.211553497E0,-9.680070190E0,8.720864868E-1
2.441321796E1,6.915319519E0,-9.520502014E0,1.062490540E0
2.442321396E1,6.712341614E0,-9.497749329E0,1.305585022E0
2.443320896E1,6.355334015E0,-9.317224731E0,1.584155731E0
2.444320496E1,5.973627777E0,-9.016649780E0,1.948049011E0
2.445320096E1,5.755830688E0,-8.808283081E0,2.267035675E0
2.446319696E1,5.876779175E0,-8.902586975E0,2.404449921E0
2.447319196E1,6.202801208E0,-9.117689667E0,2.253114624E0
2.448318796E1,6.495292969E0,-9.073830872E0,1.812730408E0
2.449318396E1,6.833589478E0,-8.896599426E0,1.264121246E0
2.450317896E1,7.165000305E0,-8.734187164E0,7.274871826E-1
2.451317496E1,7.176676025E0,-8.425678711E0,1.664538574E-1
2.452317096E1,6.862030334E0,-7.984995117E0,-1.751358032E-1
2.453316696E1,6.332132263E0,-7.624993744E0,-4.014651489E-1
2.454316196E1,5.782475281E0,-7.261699219E0,-4.661306763E-1
2.455315796E1,5.438191223E0,-7.012317810E0,-3.623963928E-1
2.456315396E1,5.362448730E0,-7.070995789E0,-2.231858826E-1
2.457314896E1,5.458848267E0,-7.145091705E0,-1.496887207E-1
2.458314496E1,5.656886444E0,-7.051985321E0,-8.202941895E-2
2.459314096E1,5.962401123E0,-6.853348389E0,1.772314453E-1
2.460313696E1,6.227799225E0,-6.623426514E0,5.492079163E-1
2.461313196E1,6.368356934E0,-6.419251099E0,8.637039185E-1
2.462312796E1,6.396797791E0,-6.239025879E0,1.066232758E0
2.463312396E1,6.302942963E0,-6.001619568E0,1.264270935E0
2.464311996E1,6.174959106E0,-5.809269562E0,1.494641876E0
2.465311496E1,6.110892334E0,-5.785768433E0,1.643432465E0
2.466311096E1,6.125561829E0,-5.842650146E0,1.642983398E0
2.467310696E1,6.195167084E0,-5.874833221E0,1.506018219E0
2.468310196E1,6.302643585E0,-5.852828979E0,1.258882141E0
2.469309796E1,6.405330048E0,-5.756878510E0,9.548643494E-1
2.470309396E1,6.506070557E0,-5.617218933E0,5.878276062E-1
2.471308996E1,6.569388885E0,-5.510191498E0,2.267784119E-1
2.472308496E1,6.633455658E0,-5.533542938E0,-6.691085815E-2
2.473308096E1,6.675967255E0,-5.598058777E0,-3.106040955E-1
2.474307696E1,6.662195892E0,-5.659730530E0,-4.773573303E-1
2.475307196E1,6.643634491E0,-5.755231934E0,-5.225633240E-1
2.476306796E1,6.693480835E0,-5.868246918E0,-4.441264343E-1
2.477305958E1,6.813680878E0,-6.012397156E0,-2.621049500E-1
2.478305558E1,6.984026642E0,-6.181844788E0,-9.011260986E-2
2.479305058E1,7.141798553E0,-6.376440125E0,2.559677124E-2
2.480304658E1,7.311844940E0,-6.677763519E0,4.999603271E-2
2.481304258E1,7.540269928E0,-7.144043884E0,-0.000000000E0
2.482303758E1,7.804470520E0,-7.574997711E0,-8.143066406E-2
2.483303358E1,8.098758545E0,-7.903863831E0,-1.290316772E-1
2.484302958E1,8.344248047E0,-8.131390686E0,-1.841171265E-2
2.485302558E1,8.535999298E0,-8.248297577E0,1.857637024E-1
2.486302058E1,8.673413544E0,-8.381969604E0,4.031117249E-1
2.487301658E1,8.862919464E0,-8.657247162E0,6.066883850E-1
2.488301258E1,9.150621185E0,-9.161099396E0,7.846682739E-1
2.489300858E1,9.460027771E0,-9.878557434E0,8.339158630E-1
2.490300358E1,9.623637543E0,-1.049108368E1,9.048683167E-1
2.491299958E1,9.668095093E0,-1.088775879E1,1.047371979E0
2.492299558E1,9.688303070E0,-1.114462463E1,1.140927429E0
2.493299058E1,9.835746460E0,-1.121258331E1,1.276096344E0
2.494298658E1,9.875863037E0,-1.106214615E1,1.398691406E0
2.495298258E1,9.465416565E0,-1.044213547E1,1.709894257E0
2.496297858E1,8.709488525E0,-9.416767731E0,2.185305634E0
2.497297358E1,7.896828461E0,-8.531658325E0,2.552791443E0
2.498296958E1,7.349865875E0,-7.958500214E0,2.913990326E0
2.499296558E1,6.919061737E0,-7.598349152E0,3.172203369E0
2.500296058E1,6.604266357E0,-7.444319458E0,3.378474426E0
2.501295658E1,6.354136505E0,-7.427404633E0,3.339255981E0
2.502295258E1,6.010451202E0,-7.551346893E0,2.982248383E0
2.503294858E1,5.657485199E0,-7.604935455E0,2.380499725E0
2.504294358E1,5.429060211E0,-7.600594482E0,1.744472351E0
2.505293958E1,5.340145111E0,-7.490273895E0,1.171314240E0
2.506293558E1,5.247188416E0,-7.394323425E0,6.866221619E-1
2.507293158E1,5.131029968E0,-7.415579224E0,2.986289978E-1
2.508292658E1,4.897515564E0,-7.360643463E0,4.954696655E-2
2.509292258E1,4.527185669E0,-7.223079529E0,1.466949463E-2
2.510291858E1,4.113595734E0,-7.105124817E0,2.058219910E-1
2.511291358E1,3.669618988E0,-6.918462982E0,5.295986938E-1
2.512290958E1,3.237916718E0,-6.647676086E0,8.713380432E-1
2.513290558E1,2.901266785E0,-6.416107635E0,1.168619843E0
2.514290158E1,2.719095612E0,-6.301745453E0,1.418300629E0
2.515289658E1,2.722239075E0,-6.447093201E0,1.593586121E0
2.516289258E1,2.817441101E0,-6.715784454E0,1.641336823E0
2.517288858E1,2.883753204E0,-6.815626831E0,1.615141296E0
2.518288358E1,2.966082001E0,-6.799161072E0,1.611099701E0
2.519287958E1,3.201392670E0,-6.697372742E0,1.744622040E0
2.520287558E1,3.549418945E0,-6.604715424E0,1.932930450E0
2.521287158E1,3.991300049E0,-6.520889740E0,2.016905823E0
2.522286658E1,4.500391388E0,-6.476282501E0,1.945204926E0
2.523286258E1,5.023104401E0,-6.580765228E0,1.730700989E0
2.524285858E1,5.452711029E0,-6.707850952E0,1.466500397E0
2.525285358E1,5.829028473E0,-6.835236053E0,1.094823303E0
2.526284958E1,6.127956848E0,-6.968908081E0,7.972421265E-1
2.527284558E1,6.357279968E0,-7.100634155E0,6.475534058E-1
2.528284158E1,6.476432190E0,-7.293433228E0,5.026547241E-1
2.529283658E1,6.534212036E0,-7.457492065E0,4.370910645E-1
2.530283258E1,6.638844452E0,-7.621550903E0,4.656816101E-1
2.531282858E1,6.900051270E0,-7.916287994E0,5.544470215E-1
2.532282358E1,7.323370972E0,-8.291108551E0,7.204518127E-1
2.533281958E1,7.768994293E0,-8.569679260E0,8.819659424E-1
2.534281558E1,8.148155823E0,-8.866362305E0,9.894424438E-1
2.535281158E1,8.454418945E0,-9.201066284E0,9.825567627E-1
2.536280658E1,8.743767242E0,-9.579030304E0,8.402027893E-1
2.537280258E1,8.727900238E0,-9.939480743E0,7.619155884E-1
2.538279858E1,8.494984589E0,-1.023167313E1,7.903564453E-1
2.539279458E1,8.363557892E0,-1.049512527E1,8.324189758E-1
2.540278958E1,8.401279449E0,-1.069495972E1,1.008901978E0
2.541278558E1,8.472531281E0,-1.068747528E1,1.144819336E0
2.542278158E1,8.524473267E0,-1.055380325E1,1.177900543E0
2.543277658E1,8.480464783E0,-1.032058823E1,1.110241241E0
2.544277258E1,8.307723999E0,-9.974507904E0,9.204359436E-1
2.545276858E1,8.077802124E0,-9.713001709E0,7.234455872E-1
2.546276458E1,7.915090485E0,-9.668843536E0,5.598358154E-1
2.547275958E1,7.778274994E0,-9.786498871E0,4.788542175E-1
2.548275558E1,7.541766815E0,-9.764794006E0,5.183720398E-1
2.549275158E1,7.175179138E0,-9.489217072E0,7.057823181E-1
2.550274658E1,6.656807098E0,-8.936716003E0,9.276210022E-1
2.551274258E1,6.197562103E0,-8.159831543E0,1.204245758E0
2.552273858E1,5.992787933E0,-7.423961792E0,1.496438141E0
2.553273458E1,5.917494507E0,-6.835086365E0,1.707050171E0
2.554272958E1,5.834417267E0,-6.417005768E0,1.777553558E0
2.555272558E1,5.782624969E0,-6.224955139E0,1.716480560E0
2.556272158E1,5.713917847E0,-6.268215179E0,1.443298645E0
2.557271758E1,5.513334961E0,-6.535858612E0,1.032552795E0
2.558271258E1,5.316643982E0,-6.908284149E0,5.909710693E-1
2.559270858E1,5.114414520E0,-6.998995514E0,2.381547546E-1
2.560270458E1,4.864733734E0,-6.734944611E0,-1.347198486E-3
2.561269958E1,4.565356293E0,-6.403533783E0,-1.405577087E-1
2.562269558E1,4.387975159E0,-6.119723969E0,-2.981799316E-1
2.563269158E1,4.261039124E0,-5.799839172E0,-4.899311829E-1
2.564268758E1,4.246070251E0,-5.614973602E0,-5.258564758E-1
2.565268258E1,4.358935547E0,-5.617218933E0,-4.836442566E-1
2.566267858E1,4.391268311E0,-5.630241852E0,-4.674778748E-1
2.567267458E1,4.302502899E0,-5.687872009E0,-4.150868225E-1
2.568266958E1,4.106260986E0,-5.732329559E0,-3.827540588E-1
2.569266558E1,3.977828064E0,-5.631589050E0,-3.224295044E-1
2.570266158E1,3.863914948E0,-5.496270447E0,-2.426454163E-1
2.571265758E1,3.817361755E0,-5.383105774E0,-1.405577087E-1
2.572265258E1,3.994293823E0,-5.364694061E0,-9.999206543E-2
2.573264858E1,4.316873016E0,-5.412594452E0,-1.486408997E-1
2.574264458E1,4.661755829E0,-5.425018616E0,-1.401086426E-1
2.575264058E1,5.042863312E0,-5.504952393E0,-1.050814819E-1
2.576263558E1,5.455106049E0,-5.690566406E0,-1.200503540E-1
2.577263158E1,5.783972168E0,-5.832321625E0,-1.357676697E-1
2.578262821E1,6.044729919E0,-5.921536102E0,-8.666976929E-2
2.579262321E1,6.216572571E0,-5.991590424E0,-2.963836670E-2
2.580261921E1,6.375691681E0,-6.057004395E0,6.616241455E-2
2.581261521E1,6.632108459E0,-6.226901093E0,1.465452576E-1
2.582261121E1,6.950346680E0,-6.388265533E0,2.550695801E-1
2.583260621E1,7.308252411E0,-6.504573669E0,3.929328918E-1
2.584260221E1,7.734865265E0,-6.734944611E0,5.143304443E-1
2.585259821E1,8.169112244E0,-7.039411469E0,5.481600952E-1
2.586259321E1,8.544980621E0,-7.348368988E0,6.125262451E-1
2.587258921E1,8.755742340E0,-7.499404907E0,5.816903687E-1
2.588258521E1,8.868907013E0,-7.560777283E0,5.626799011E-1
2.589258121E1,8.923393707E0,-7.599995728E0,6.331832886E-1
2.590257621E1,8.985364838E0,-7.598199463E0,6.827302551E-1
2.591257221E1,9.014703827E0,-7.555538177E0,7.156617737E-1
2.592256821E1,9.083111572E0,-7.588469696E0,8.068222046E-1
2.593256421E1,9.354197845E0,-8.093519440E0,8.002359009E-1
2.594255921E1,9.564360809E0,-8.775351563E0,5.523513794E-1
2.595255521E1,9.437574463E0,-9.081764374E0,3.674858093E-1
2.596255121E1,9.201665039E0,-9.136251068E0,3.426374817E-1
2.597254621E1,9.062304840E0,-9.147178345E0,3.511697388E-1
2.598254221E1,8.906329193E0,-8.928632812E0,5.242098999E-1
2.599253821E1,8.703650665E0,-8.503217468E0,8.816665649E-1
2.600253421E1,8.424181824E0,-8.083490295E0,1.221609650E0
2.601252921E1,8.116721191E0,-7.730524292E0,1.491199036E0
2.602252521E1,7.718549194E0,-7.478149109E0,1.570534058E0
2.603252121E1,7.175029449E0,-7.233258362E0,1.536255341E0
2.604251721E1,6.661896515E0,-7.101232910E0,1.512005768E0
2.605251221E1,6.259533234E0,-7.184908905E0,1.387913818E0
2.606250821E1,5.862858124E0,-7.335046692E0,1.199156342E0
2.607250421E1,5.455555115E0,-7.373067627E0,1.030307465E0
2.608250021E1,5.211562500E0,-7.420369263E0,8.695417786E-1
2.609249521E1,5.004093933E0,-7.435188446E0,7.024891663E-1
2.610249121E1,4.769531708E0,-7.335495758E0,5.668711853E-1
2.611248721E1,4.746779022E0,-7.409441986E0,4.123924255E-1
2.612248221E1,4.792284393E0,-7.489974518E0,1.823208618E-1
2.613247821E1,4.785698090E0,-7.428302765E0,1.031355286E-1
2.614247421E1,4.683460693E0,-7.348668365E0,1.733395386E-1
2.615247021E1,4.504133606E0,-7.288643188E0,4.182302856E-1
2.616246521E1,4.258344727E0,-7.301217041E0,7.375163269E-1
2.617246121E1,3.972888336E0,-7.197782135E0,9.367520142E-1
2.618245721E1,3.746858368E0,-7.025490417E0,1.203647003E0
2.619245321E1,3.615431671E0,-6.985373840E0,1.427880707E0
2.620244821E1,3.671115875E0,-7.015311584E0,1.531914368E0
2.621244421E1,3.870650940E0,-7.100334778E0,1.572480011E0
2.622244021E1,4.011807404E0,-7.106621704E0,1.520388336E0
2.623243621E1,4.017345886E0,-6.965465240E0,1.381028137E0
2.624243121E1,3.959416351E0,-6.875502319E0,1.153950348E0
2.625242721E1,3.983965302E0,-6.919810181E0,8.870553589E-1
2.626242321E1,4.080963593E0,-7.099885712E0,6.248007202E-1
2.627241921E1,4.242178345E0,-7.232659607E0,4.592449951E-1
2.628241421E1,4.477489014E0,-7.320227509E0,4.589456177E-1
2.629241021E1,4.764741669E0,-7.355404358E0,5.525010681E-1
2.630240621E1,5.072950745E0,-7.412286072E0,7.156617737E-1
2.631240221E1,5.359454956E0,-7.502248993E0,9.120533752E-1
2.632239721E1,5.608686676E0,-7.551346893E0,1.076261902E0
2.633239321E1,5.919440460E0,-7.714657288E0,1.166823578E0
2.634238921E1,6.237528992E0,-8.016579437E0,1.132544861E0
2.635238521E1,6.551126862E0,-8.359516296E0,9.762698364E-1
2.636238021E1,6.842421112E0,-8.834777985E0,7.656578064E-1
2.637237621E1,7.103328552E0,-9.223968658E0,5.897735596E-1
2.638237221E1,7.372019806E0,-9.464817810E0,5.295986938E-1
2.639236821E1,7.617359619E0,-9.651030579E0,6.072871399E-1
2.640236321E1,7.899672546E0,-9.666448517E0,7.927514648E-1
2.641235921E1,8.172555084E0,-9.679920502E0,9.270222473E-1
2.642235521E1,8.383017426E0,-9.727521515E0,9.991722107E-1
2.643235121E1,8.638087006E0,-9.889484711E0,1.008452911E0
2.644234621E1,8.959468689E0,-1.024768982E1,9.291178894E-1
2.645234221E1,9.432185669E0,-1.076411591E1,6.885681152E-1
2.646233821E1,9.480834503E0,-1.100990479E1,3.844006348E-1
2.647233421E1,8.931776276E0,-1.051712952E1,4.480183411E-1
2.648232921E1,8.371042328E0,-1.010054581E1,6.152206421E-1
2.649232521E1,7.906857605E0,-9.993069305E0,7.544311523E-1
2.650232121E1,7.282805328E0,-9.663305054E0,1.205742645E0
2.651231721E1,6.674170990E0,-9.138795776E0,1.722318420E0
2.652231221E1,6.350394287E0,-8.643326111E0,2.111060028E0
2.653230821E1,6.312223663E0,-8.147557068E0,2.316582642E0
2.654230421E1,6.387517090E0,-7.635921021E0,2.285148010E0
2.655230021E1,6.550079041E0,-7.214547272E0,1.880988464E0
2.656229521E1,6.721173248E0,-6.950196991E0,1.290616150E0
2.657229121E1,6.653064880E0,-6.694378967E0,6.497987366E-1
2.658228721E1,6.312822418E0,-6.487359467E0,1.356179810E-1
2.659228321E1,5.866750031E0,-6.416856079E0,-1.664538574E-1
2.660227821E1,5.427862701E0,-6.434968414E0,-2.977308655E-1
2.661227421E1,5.075495453E0,-6.373146973E0,-1.956431580E-1
2.662227021E1,4.893324280E0,-6.336473236E0,-4.565505981E-2
2.663226621E1,4.962929535E0,-6.342909851E0,-4.505630493E-2
2.664226121E1,5.293142853E0,-6.430627441E0,-1.478924561E-1
2.665225721E1,5.665119324E0,-6.413263550E0,-2.800675964E-1
2.666225321E1,5.895789642E0,-6.254593506E0,-4.251159668E-1
2.667224921E1,5.903124390E0,-6.123615875E0,-5.119354248E-1
2.668224421E1,5.594017181E0,-5.969586182E0,-5.306465149E-1
2.669224021E1,5.035528564E0,-5.859564972E0,-4.523593140E-1
2.670223621E1,4.405039673E0,-5.783373413E0,-3.267704773E-1
2.671223221E1,3.993246002E0,-5.745352478E0,-1.383123779E-1
2.672222721E1,3.702999573E0,-5.733826447E0,5.074447632E-2
2.673222321E1,3.476221161E0,-5.751489716E0,4.474195862E-1
2.674221921E1,3.582200775E0,-5.850433960E0,7.209008789E-1
2.675221521E1,3.942052460E0,-6.054609375E0,7.952961731E-1
2.676221121E1,4.364773407E0,-6.093229065E0,7.759863281E-1
2.677220621E1,4.801265717E0,-5.987698517E0,6.731501770E-1
2.678220183E1,5.244194641E0,-5.951324158E0,4.918771362E-1
2.679219783E1,5.648952942E0,-6.025719452E0,3.213816833E-1
2.680219383E1,6.071823578E0,-6.279741211E0,2.323168945E-1
2.681218883E1,6.351292419E0,-6.566395111E0,1.475930786E-1
2.682218483E1,6.432872772E0,-6.677314453E0,7.828720093E-2
2.683218083E1,6.389912109E0,-6.751110992E0,1.234931946E-1
2.684217683E1,6.258186035E0,-6.700665894E0,2.574645996E-1
2.685217183E1,6.201154633E0,-6.574478302E0,4.008663940E-1
2.686216783E1,6.321953430E0,-6.571783905E0,6.893165588E-1
2.687216383E1,6.543343048E0,-6.578669586E0,9.930349731E-1
2.688215983E1,7.012168121E0,-6.692283325E0,1.235979767E0
2.689215483E1,7.661068726E0,-6.921157379E0,1.304986267E0
2.690215083E1,8.274493103E0,-7.184908905E0,1.269659729E0
2.691214683E1,8.771010590E0,-7.421566772E0,1.183738403E0
2.692214283E1,8.912616119E0,-7.498806152E0,9.744735718E-1
2.693213883E1,8.806187439E0,-7.419022064E0,7.929011536E-1
2.694213383E1,8.626860352E0,-7.341782684E0,7.270381165E-1
2.695212983E1,8.549022217E0,-7.425159302E0,8.099656677E-1
2.696212583E1,8.668174438E0,-7.744295654E0,9.337582397E-1
2.697212183E1,8.741222534E0,-8.083340607E0,1.028960266E0
2.698211683E1,8.628955994E0,-8.313412170E0,1.038390656E0
2.699211283E1,8.451874237E0,-8.414452057E0,9.919871521E-1
2.700210883E1,8.324938202E0,-8.395890656E0,9.187893677E-1
2.701210483E1,8.329279175E0,-8.275241547E0,8.171507263E-1
2.702209983E1,8.369395752E0,-8.105045471E0,8.192463684E-1
2.703209583E1,8.389454041E0,-7.825426941E0,8.256829834E-1
2.704209183E1,8.218808899E0,-7.689210205E0,7.929011536E-1
2.705208783E1,7.619305573E0,-7.741301880E0,8.074209595E-1
2.706208283E1,6.866371307E0,-7.701334991E0,8.258326721E-1
2.707207883E1,6.041736145E0,-7.747139740E0,7.818241882E-1
2.708207483E1,5.255421295E0,-7.728578339E0,9.490264893E-1
2.709207083E1,4.653972015E0,-7.743547211E0,1.119971008E0
2.710206683E1,4.193679199E0,-7.779771881E0,1.371448059E0
2.711206183E1,4.114493866E0,-7.967930603E0,1.566642151E0
2.712205783E1,4.032165070E0,-8.043523407E0,1.484163666E0
2.713205383E1,4.140839081E0,-8.149952087E0,1.246457977E0
2.714204983E1,4.316423950E0,-8.342002716E0,7.831713867E-1
2.715204483E1,4.435725861E0,-8.246501312E0,4.513114929E-1
2.716204083E1,4.399650879E0,-8.036488037E0,5.786965942E-1
2.717203683E1,4.357438660E0,-7.846383362E0,9.511221313E-1
2.718203283E1,4.429588623E0,-7.836653595E0,1.347348175E0
2.719202783E1,4.440515900E0,-7.822582855E0,1.639989624E0
2.720202383E1,4.415966949E0,-7.693700867E0,1.742227020E0
2.721201983E1,4.402644653E0,-7.575446777E0,1.607058105E0
2.722201583E1,4.343667297E0,-7.530540161E0,1.247805176E0
2.723201183E1,4.071533203E0,-7.537575531E0,9.210346985E-1
2.724200683E1,3.748355255E0,-7.594606934E0,6.324348450E-1
2.725200283E1,3.568728790E0,-7.648644562E0,5.083428955E-1
2.726199883E1,3.520978088E0,-7.563471680E0,6.375242615E-1
2.727199483E1,3.635190582E0,-7.427404633E0,8.969348145E-1
2.728198983E1,4.040397949E0,-7.373067627E0,1.119671631E0
2.729198583E1,4.489015045E0,-7.311844940E0,1.185834045E0
2.730198183E1,4.909790039E0,-7.284152527E0,9.985734558E-1
2.731197783E1,5.293292542E0,-7.497309265E0,7.214996338E-1
2.732197383E1,5.562432861E0,-7.747139740E0,3.408412170E-1
2.733196883E1,5.684728546E0,-7.825576630E0,4.760101318E-2
2.734196483E1,5.846991119E0,-7.994575195E0,-6.451583862E-2
2.735196083E1,5.901328125E0,-8.123307495E0,-7.529342651E-2
2.736195683E1,5.957012329E0,-8.203840027E0,1.550775146E-1
2.737195183E1,5.928571472E0,-8.296647034E0,3.841012573E-1
2.738194783E1,5.847290497E0,-8.339308319E0,6.590794373E-1
2.739194383E1,5.894592133E0,-8.501271515E0,8.851094055E-1
2.740193983E1,6.090384979E0,-8.643026733E0,8.770262146E-1
2.741193483E1,6.395749969E0,-8.704249420E0,7.593708801E-1
2.742193083E1,6.794820099E0,-8.724457397E0,5.947132874E-1
2.743192683E1,7.212002563E0,-8.729696503E0,4.558021545E-1
2.744192283E1,7.568710785E0,-8.851243744E0,3.580554199E-1
2.745191883E1,8.058043213E0,-9.182205505E0,2.469863892E-1
2.746191383E1,8.534352722E0,-9.742939453E0,7.903564453E-2
2.747190983E1,8.795409851E0,-1.025921585E1,-5.493576050E-2
2.748190583E1,8.588989105E0,-1.023152344E1,-4.700225830E-2
2.749190183E1,8.227341156E0,-9.981243896E0,2.013313293E-1
2.750189683E1,7.946674805E0,-9.896220703E0,5.783972168E-1
2.751189283E1,7.676486664E0,-9.714947662E0,1.183888092E0
2.752188883E1,7.292235718E0,-9.293873291E0,1.759291534E0
2.753188483E1,6.985074463E0,-8.850495300E0,2.229613495E0
2.754188083E1,6.855593719E0,-8.437504120E0,2.417023773E0
2.755187583E1,7.001240845E0,-8.103847961E0,2.301913147E0
2.756187183E1,7.206464081E0,-7.914042664E0,1.819616089E0
2.757186783E1,7.159461823E0,-7.337890778E0,1.246308289E0
2.758186383E1,6.980583801E0,-6.710395660E0,8.108638000E-1
2.759185883E1,6.787185974E0,-6.388265533E0,4.480183411E-1
2.760185483E1,6.486611023E0,-6.276448059E0,1.663041687E-1
2.761185083E1,5.861211548E0,-6.281238098E0,3.577560425E-2
2.762184683E1,5.167703705E0,-6.340664520E0,1.034349060E-1
2.763184283E1,4.594395905E0,-6.476282501E0,2.163002014E-1
2.764183783E1,4.129462738E0,-6.353986816E0,3.944297791E-1
2.765183383E1,3.964655457E0,-6.291566620E0,4.757107544E-1
2.766182983E1,4.190236359E0,-6.464307404E0,2.980302429E-1
2.767182583E1,4.534819794E0,-6.521638184E0,-5.837860107E-3
2.768182083E1,4.848717041E0,-6.449039154E0,-2.526745605E-1
2.769181683E1,5.097050629E0,-6.323001251E0,-4.234693909E-1
2.770181283E1,5.260810089E0,-6.382277985E0,-3.634442139E-1
2.771180883E1,5.218298492E0,-6.482719116E0,-1.761836243E-1
2.772180483E1,4.968917084E0,-6.370901642E0,1.227447510E-2
2.773179983E1,4.645140381E0,-6.223607941E0,2.941383362E-1
2.774179583E1,4.411176910E0,-6.072721710E0,5.189707947E-1
2.775179183E1,4.355343018E0,-5.982309723E0,6.090834045E-1
2.776178783E1,4.470453644E0,-5.957910461E0,6.128256226E-1
2.777178283E1,4.713997192E0,-5.911357269E0,5.179229736E-1
2.778177958E1,5.178481293E0,-5.956114197E0,2.965333557E-1
