"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.111952083E0,7.004983063E0,-6.527775421E0,1.075363770E0
4.121948083E0,7.004533997E0,-6.556665344E0,1.033001862E0
4.131943083E0,7.038812714E0,-6.597680054E0,9.614506531E-1
4.141939083E0,7.076534271E0,-6.622229004E0,8.925938416E-1
4.151935083E0,7.074288940E0,-6.624624023E0,8.954379272E-1
4.161930083E0,7.076683960E0,-6.624174957E0,9.048683167E-1
4.171926083E0,7.065457306E0,-6.630611572E0,9.214837646E-1
4.181922083E0,7.052733765E0,-6.654561768E0,9.976753235E-1
4.191917083E0,7.062912598E0,-6.623725891E0,1.075812836E0
4.201913083E0,7.117099915E0,-6.581064606E0,1.119222565E0
4.211909083E0,7.211403809E0,-6.588249664E0,1.172212372E0
4.221904083E0,7.264543304E0,-6.579118652E0,1.223405914E0
4.231900083E0,7.270680542E0,-6.527925110E0,1.206491089E0
4.241895083E0,7.281607819E0,-6.516099701E0,1.156345367E0
4.251891083E0,7.255861359E0,-6.544839935E0,1.066681824E0
4.261887083E0,7.212751007E0,-6.548731842E0,1.006806335E0
4.271882083E0,7.158563690E0,-6.539151764E0,9.352551270E-1
4.281878083E0,7.112010498E0,-6.557413788E0,9.288185120E-1
4.291874083E0,7.088359680E0,-6.590644684E0,9.669891357E-1
4.301869083E0,7.074288940E0,-6.616690521E0,1.012195129E0
4.311865083E0,7.049290924E0,-6.602619781E0,1.059347076E0
4.321861083E0,7.020850067E0,-6.575077057E0,1.087937622E0
4.331856083E0,7.051236877E0,-6.558461609E0,1.114432526E0
4.341852083E0,7.090155945E0,-6.581214294E0,1.143023071E0
4.351848083E0,7.109465790E0,-6.595285034E0,1.170565796E0
4.361843083E0,7.088659058E0,-6.625522156E0,1.187480621E0
4.371839083E0,7.039860535E0,-6.641538849E0,1.181193695E0
4.381835083E0,6.984176331E0,-6.628515930E0,1.175355835E0
4.391830083E0,6.947203217E0,-6.626569977E0,1.148112488E0
4.401826083E0,6.938820648E0,-6.597530365E0,1.131946106E0
4.411822083E0,6.956932983E0,-6.593638458E0,1.161734161E0
4.421817083E0,6.996750183E0,-6.632407837E0,1.171463928E0
4.431813083E0,7.031028900E0,-6.678811340E0,1.179547119E0
4.441809083E0,7.025789795E0,-6.688690796E0,1.159488831E0
4.451804083E0,7.020999756E0,-6.682104492E0,1.147064667E0
4.461800083E0,7.029681702E0,-6.659651184E0,1.105750580E0
4.471795083E0,7.050488434E0,-6.639742584E0,1.060544586E0
4.481791083E0,7.037914581E0,-6.640491028E0,1.060095520E0
4.491787083E0,7.017856293E0,-6.627767487E0,1.100361786E0
4.501782083E0,7.037914581E0,-6.675667877E0,1.115031281E0
4.511778083E0,7.060816956E0,-6.728657684E0,1.161584473E0
4.521774083E0,7.050488434E0,-6.738836517E0,1.186133423E0
4.531769083E0,7.059020691E0,-6.725514221E0,1.163680115E0
4.541765083E0,7.065756683E0,-6.693181458E0,1.129251709E0
4.551761083E0,7.079677734E0,-6.648274841E0,1.087638245E0
4.561756083E0,7.131170654E0,-6.610852661E0,1.045725403E0
4.571752083E0,7.186555481E0,-6.604266357E0,9.880952454E-1
4.581748083E0,7.219187622E0,-6.610403595E0,9.300160217E-1
4.591743083E0,7.210505676E0,-6.627318420E0,8.705895996E-1
4.601739083E0,7.153474274E0,-6.619833984E0,8.150550842E-1
4.611735083E0,7.082222443E0,-6.568790131E0,8.333171082E-1
4.621730083E0,7.055877228E0,-6.549330597E0,8.711883545E-1
4.631726083E0,7.066954193E0,-6.539600830E0,9.413923645E-1
4.641722083E0,7.116201782E0,-6.520290985E0,9.710307312E-1
4.651717083E0,7.170239410E0,-6.538553009E0,9.819580078E-1
4.661713083E0,7.235503693E0,-6.576124878E0,9.707313538E-1
4.671709083E0,7.250322876E0,-6.600524139E0,9.107061768E-1
4.681704083E0,7.237599335E0,-6.597530365E0,8.345146179E-1
4.691700083E0,7.211254120E0,-6.592440948E0,8.066725159E-1
4.701696083E0,7.188052368E0,-6.587650909E0,7.960446167E-1
4.711691083E0,7.150630188E0,-6.560557251E0,9.072633362E-1
4.721687083E0,7.108417969E0,-6.555168457E0,1.032253418E0
4.731683083E0,7.066804504E0,-6.522835693E0,1.093476105E0
4.741678083E0,7.088509369E0,-6.538702698E0,1.123563538E0
4.751674208E0,7.103178864E0,-6.600075073E0,1.049317932E0
4.761669208E0,7.062014465E0,-6.587501221E0,9.357041931E-1
4.771665208E0,7.018904114E0,-6.530320129E0,8.819659424E-1
4.781661208E0,7.018455048E0,-6.486012268E0,8.259823608E-1
4.791656208E0,7.066654816E0,-6.493347015E0,8.053253174E-1
4.801652208E0,7.132817230E0,-6.489305420E0,7.505392456E-1
4.811648208E0,7.182064819E0,-6.472989349E0,7.075785828E-1
4.821643208E0,7.206913147E0,-6.477629700E0,6.860234070E-1
4.831639208E0,7.173682251E0,-6.493646393E0,6.683601379E-1
4.841635208E0,7.131320343E0,-6.525081024E0,7.286846924E-1
4.851630208E0,7.172484741E0,-6.611601105E0,7.997868347E-1
4.861626208E0,7.252119141E0,-6.650969238E0,8.231382751E-1
4.871622208E0,7.360942841E0,-6.631509705E0,8.620573425E-1
4.881617208E0,7.500003662E0,-6.604865112E0,8.663983154E-1
4.891613208E0,7.651189270E0,-6.592141571E0,8.015830994E-1
4.901609208E0,7.685617676E0,-6.500981140E0,7.530839539E-1
4.911603208E0,7.624694366E0,-6.371201019E0,7.611671448E-1
4.921598208E0,7.514074402E0,-6.261479187E0,7.526348877E-1
4.931594208E0,7.382797394E0,-6.191424866E0,7.583230591E-1
4.941589208E0,7.240293732E0,-6.149062958E0,7.496411133E-1
4.951585208E0,7.121291199E0,-6.164181519E0,7.442523193E-1
4.961581208E0,7.023245087E0,-6.226751404E0,7.364685059E-1
4.971576208E0,6.952741699E0,-6.288273468E0,7.143145752E-1
4.981572208E0,6.960375824E0,-6.354884949E0,6.791377258E-1
4.991568208E0,7.022047577E0,-6.378086700E0,6.237528992E-1
5.001563208E0,7.142247620E0,-6.400839386E0,5.580395508E-1
5.011559208E0,7.238497467E0,-6.484964447E0,5.020559692E-1
5.021555208E0,7.298971710E0,-6.544540558E0,4.776567078E-1
5.031550208E0,7.293582916E0,-6.580016785E0,4.935237122E-1
5.041546208E0,7.235054626E0,-6.633455658E0,5.589376831E-1
5.051542208E0,7.119045868E0,-6.666237488E0,6.204597473E-1
5.061537208E0,6.968758392E0,-6.653813324E0,7.189549255E-1
5.071533208E0,6.865173798E0,-6.633305969E0,8.437953186E-1
5.081529208E0,6.794520721E0,-6.611301727E0,8.896000671E-1
5.091524208E0,6.779402161E0,-6.592291260E0,9.653425598E-1
5.101520208E0,6.827901306E0,-6.587501221E0,9.840536499E-1
5.111516208E0,6.915618896E0,-6.590644684E0,9.460327148E-1
5.121511208E0,6.965315552E0,-6.541397095E0,9.313632202E-1
5.131507208E0,6.982679443E0,-6.454577637E0,9.089099121E-1
5.141503208E0,6.973997498E0,-6.376290436E0,8.553213501E-1
5.151498208E0,6.911876678E0,-6.324049072E0,7.355703735E-1
5.161494208E0,6.797215118E0,-6.246809692E0,5.718109131E-1
5.171490208E0,6.739135895E0,-6.233487396E0,4.135899353E-1
5.181485208E0,6.708749084E0,-6.270460510E0,2.743794250E-1
5.191481208E0,6.684349823E0,-6.309229889E0,2.101629639E-1
5.201477208E0,6.658303986E0,-6.325995026E0,2.501298523E-1
5.211472208E0,6.599626007E0,-6.301446075E0,4.620890808E-1
5.221468208E0,6.553970947E0,-6.215973816E0,7.300318909E-1
5.231464208E0,6.510411530E0,-6.122717743E0,9.804611206E-1
5.241459208E0,6.451434174E0,-5.999523926E0,1.172511749E0
5.251455208E0,6.381080475E0,-5.842350769E0,1.322050781E0
5.261451208E0,6.317612457E0,-5.657784576E0,1.371597748E0
5.271446208E0,6.407425690E0,-5.532046051E0,1.304537201E0
5.281442208E0,6.466852112E0,-5.448370056E0,1.149908752E0
5.291438208E0,6.630461884E0,-5.437143402E0,1.081501007E0
5.301433208E0,6.976392517E0,-5.709127808E0,1.072220306E0
5.311429208E0,7.419471130E0,-6.044280853E0,1.144819336E0
5.321424208E0,7.819439392E0,-6.385421448E0,1.375938721E0
5.331420208E0,8.211174774E0,-6.753356323E0,1.671873322E0
5.341416208E0,8.481063538E0,-6.954987030E0,1.893861694E0
5.351411208E0,8.516689453E0,-6.958429871E0,2.118394775E0
5.361407208E0,8.526119843E0,-6.900799713E0,2.259551239E0
5.371403208E0,8.510851593E0,-6.846313019E0,2.305505676E0
5.381398208E0,8.515941010E0,-6.756948853E0,2.263742523E0
5.391394208E0,8.517886963E0,-6.678811340E0,2.206112366E0
5.401390208E0,8.482111359E0,-6.688241730E0,2.167193298E0
5.411385208E0,8.523126068E0,-6.753805389E0,2.105671234E0
5.421381208E0,8.527916107E0,-6.844965820E0,1.976489868E0
5.431377208E0,8.417745209E0,-6.850504303E0,1.933828583E0
5.441372208E0,8.237070923E0,-6.753506012E0,1.854194183E0
5.451368208E0,8.077951813E0,-6.589596863E0,1.807940369E0
5.461364208E0,7.909402313E0,-6.384223938E0,1.825903015E0
5.471359208E0,7.771539001E0,-6.165079651E0,1.837429047E0
5.481355208E0,7.651338959E0,-5.971981201E0,1.844763794E0
5.491351208E0,7.529941406E0,-5.860463104E0,1.810185699E0
5.501346208E0,7.391179962E0,-5.831573181E0,1.744472351E0
5.511342208E0,7.281308441E0,-5.905968475E0,1.590891724E0
5.521338208E0,7.164700928E0,-5.957760773E0,1.409468994E0
5.531333208E0,7.045997772E0,-5.996979218E0,1.242865448E0
5.541329208E0,6.989116058E0,-6.065386963E0,1.095871124E0
5.551325208E0,6.956483917E0,-6.068231049E0,9.177415466E-1
5.561320208E0,6.881190491E0,-5.938600616E0,7.885601807E-1
5.571316208E0,6.850055237E0,-5.847889252E0,7.092251587E-1
5.581312208E0,6.890920258E0,-5.840255127E0,5.989045715E-1
5.591307208E0,6.962471466E0,-5.900130615E0,5.733078003E-1
5.601303208E0,7.122788086E0,-6.140530701E0,5.703140259E-1
5.611299208E0,7.289541321E0,-6.407725067E0,5.800437927E-1
5.621294208E0,7.299271088E0,-6.594686279E0,4.360432434E-1
5.631290208E0,7.206015015E0,-6.632557526E0,3.873944092E-1
5.641286208E0,7.061715088E0,-6.493197327E0,3.646417236E-1
5.651281208E0,6.957681427E0,-6.570436707E0,3.933819580E-1
5.661277208E0,6.919959869E0,-6.739584961E0,5.701643372E-1
5.671273208E0,6.942562866E0,-6.967261505E0,7.441026306E-1
5.681268208E0,7.127578125E0,-7.248227234E0,9.645941162E-1
5.691264208E0,7.484136658E0,-7.577542419E0,1.045276337E0
5.701260208E0,7.788753204E0,-7.715256042E0,8.970845032E-1
5.711255208E0,7.943830719E0,-7.719447327E0,6.948550415E-1
5.721251208E0,8.076454926E0,-7.802524567E0,4.260140991E-1
5.731247208E0,8.168812866E0,-8.080346832E0,9.639953613E-2
5.741242208E0,8.158334656E0,-8.403375092E0,3.442840576E-3
5.751238208E0,8.137527924E0,-8.801247711E0,1.276844788E-1
5.761230500E0,8.051456909E0,-9.171427917E0,3.146456909E-1
5.771225500E0,7.872878265E0,-9.215436401E0,6.815327454E-1
5.781221500E0,7.594906311E0,-9.059161377E0,1.134790192E0
5.791217500E0,7.309898987E0,-8.800798645E0,1.568737793E0
5.801212500E0,7.098538513E0,-8.454868011E0,1.825004883E0
5.811208500E0,6.907535706E0,-7.985743561E0,1.924847260E0
5.821204500E0,6.857839050E0,-7.538623352E0,1.979483643E0
5.831199500E0,6.932833099E0,-7.162305908E0,1.822909241E0
5.841195500E0,7.118746490E0,-6.953041077E0,1.564845886E0
5.851191500E0,7.257208557E0,-6.922205200E0,1.166524200E0
5.861186500E0,7.213200073E0,-7.010521545E0,7.538323975E-1
5.871182500E0,7.034172363E0,-7.253915405E0,5.245092773E-1
5.881178500E0,6.809938660E0,-7.611372070E0,4.384382629E-1
5.891173500E0,6.600374451E0,-7.901768188E0,4.689747620E-1
5.901169500E0,6.402336273E0,-8.125103760E0,5.878276062E-1
5.911165500E0,6.267167358E0,-8.239765320E0,7.075785828E-1
5.921160500E0,6.225853271E0,-8.238268433E0,7.744894409E-1
5.931156500E0,6.359076233E0,-8.137228546E0,7.255412292E-1
5.941152500E0,6.539600830E0,-7.930957489E0,6.406677246E-1
5.951147500E0,6.746770020E0,-7.679929504E0,4.635859680E-1
5.961143500E0,6.845863953E0,-7.441475372E0,2.535726929E-1
5.971138500E0,6.770869904E0,-7.231312408E0,1.204994202E-1
5.981134500E0,6.507417755E0,-7.050638123E0,2.395019531E-2
5.991130500E0,6.135590973E0,-6.949149170E0,1.010398865E-1
6.001126500E0,5.809868317E0,-6.910230103E0,3.023712158E-1
6.011121500E0,5.563780060E0,-6.873556366E0,5.727090454E-1
6.021117500E0,5.309159546E0,-6.741231537E0,8.364605713E-1
6.031113500E0,4.998256073E0,-6.550977173E0,1.081800385E0
6.041108500E0,4.701722717E0,-6.348747711E0,1.235081635E0
6.051104500E0,4.474345551E0,-6.110443268E0,1.203946381E0
6.061099500E0,4.290228424E0,-5.941893768E0,9.870474243E-1
6.071095500E0,4.193379822E0,-5.762866058E0,6.661148071E-1
6.081091500E0,4.153862000E0,-5.579796753E0,4.631369019E-1
6.091086500E0,4.234693909E0,-5.515729980E0,3.155438232E-1
6.101082500E0,4.427343292E0,-5.545368347E0,1.109193420E-1
6.111078500E0,4.679718475E0,-5.565576324E0,5.014572144E-2
6.121074500E0,4.868475952E0,-5.558840332E0,4.011657715E-2
6.131069500E0,4.962779846E0,-5.578150177E0,4.640350342E-2
6.141065500E0,5.006189575E0,-5.663323059E0,6.586303711E-2
6.151061500E0,5.010979614E0,-5.791905670E0,-9.729766846E-3
6.161056500E0,5.056634674E0,-5.896987152E0,-4.700225830E-2
6.171052500E0,5.233866119E0,-6.028413849E0,5.119354248E-2
6.181047500E0,5.502557373E0,-6.175857239E0,2.079176331E-1
6.191043500E0,5.839656372E0,-6.292764130E0,5.098397827E-1
6.201039500E0,6.190227356E0,-6.373745728E0,7.824229431E-1
6.211034500E0,6.566844177E0,-6.477480011E0,9.786648560E-1
6.221030500E0,6.927593994E0,-6.584357758E0,1.158740387E0
6.231026500E0,7.324718170E0,-6.725364532E0,1.168170776E0
6.241021500E0,7.726333008E0,-6.948999481E0,1.039139099E0
6.251017500E0,8.157586212E0,-7.333998871E0,7.532336426E-1
6.261013500E0,8.573870544E0,-7.854915619E0,3.757186890E-1
6.271008500E0,8.882229309E0,-8.429271240E0,1.468446350E-1
6.281004500E0,9.158704376E0,-8.965456238E0,6.331832886E-2
6.291000500E0,9.527537384E0,-9.579179993E0,5.972579956E-2
6.300995500E0,9.835596771E0,-1.012973511E1,1.419049072E-1
6.310991500E0,9.958491211E0,-1.049198181E1,1.655557251E-1
6.320987500E0,1.010114456E1,-1.103879471E1,3.378474426E-1
6.330982500E0,1.036280045E1,-1.185594543E1,6.029461670E-1
6.340978500E0,1.068208649E1,-1.255978180E1,9.207353210E-1
6.350974500E0,1.082399139E1,-1.291005341E1,1.316063232E0
6.360969500E0,1.076426559E1,-1.286260208E1,1.727108459E0
6.370965500E0,1.048794022E1,-1.248209335E1,2.113005981E0
6.380961500E0,9.937684479E0,-1.172152496E1,2.310445404E0
6.390956500E0,9.147028656E0,-1.056398209E1,2.382295990E0
6.400952500E0,8.261170807E0,-9.340576172E0,2.325863342E0
6.410948500E0,7.460635529E0,-8.443042603E0,2.120340729E0
6.420943500E0,6.754703522E0,-7.795189819E0,1.829645233E0
6.430939500E0,6.188730469E0,-7.567662964E0,1.415007477E0
6.440935500E0,5.947881317E0,-7.936046906E0,1.077758789E0
6.450930500E0,5.852978668E0,-8.501870270E0,8.141569519E-1
6.460926500E0,5.611381073E0,-8.716972961E0,5.995033264E-1
6.470922500E0,5.383255463E0,-8.764723663E0,5.575904846E-1
6.480917500E0,5.172493744E0,-8.773405609E0,5.203179932E-1
6.490913500E0,4.933440857E0,-8.642727356E0,5.712121582E-1
6.500909500E0,4.664450226E0,-8.369545441E0,8.033793640E-1
6.510904500E0,4.389771423E0,-8.081095276E0,1.084195404E0
6.520900500E0,4.195176086E0,-7.874375153E0,1.337169342E0
6.530896500E0,3.998185730E0,-7.731422424E0,1.527872772E0
6.540891500E0,3.831432495E0,-7.606132965E0,1.664239197E0
6.550887500E0,3.589834900E0,-7.325466614E0,1.744172974E0
6.560883500E0,3.340603180E0,-7.052135010E0,1.855691071E0
6.570878500E0,3.077450409E0,-6.772965546E0,1.962119751E0
6.580874500E0,2.881507874E0,-6.522386627E0,2.045945435E0
6.590870500E0,2.784958649E0,-6.403084717E0,2.122586060E0
6.600865500E0,2.734363861E0,-6.351591797E0,2.122136993E0
6.610861500E0,2.744243317E0,-6.251150665E0,2.070195007E0
6.620857500E0,2.856809235E0,-6.211782532E0,1.941612396E0
6.630852500E0,3.016676788E0,-6.091283112E0,1.736389160E0
6.640848500E0,3.336561584E0,-5.938001862E0,1.591041412E0
6.650844500E0,3.695215759E0,-5.828429718E0,1.407672729E0
6.660839500E0,3.977528687E0,-5.741759949E0,1.178948364E0
6.670835500E0,4.259991302E0,-5.958658905E0,9.264234924E-1
6.680831500E0,4.479884033E0,-6.537056122E0,6.712042236E-1
6.690826500E0,4.627327423E0,-7.268734589E0,5.730084229E-1
6.700822500E0,4.707261200E0,-8.069718933E0,6.219566345E-1
6.710818500E0,4.822671204E0,-8.682993622E0,8.367599487E-1
6.720813500E0,5.201982422E0,-9.201964417E0,1.167422333E0
6.730809500E0,5.867648163E0,-9.727521515E0,1.451830902E0
6.740805500E0,6.639592896E0,-1.006342300E1,1.598376160E0
6.750800500E0,7.345225525E0,-1.038929535E1,1.534908142E0
6.760796583E0,7.920030212E0,-1.085033661E1,1.347348175E0
6.770792583E0,8.318651276E0,-1.118114868E1,1.125210114E0
6.780787583E0,8.556656342E0,-1.135838013E1,9.051676941E-1
6.790783583E0,8.616082764E0,-1.133682495E1,8.128097534E-1
6.800779583E0,8.602910156E0,-1.110405899E1,8.469387817E-1
6.810774583E0,8.503666534E0,-1.064601151E1,9.572593689E-1
6.820770583E0,8.526868286E0,-1.033435959E1,1.103804626E0
6.830766583E0,8.610394592E0,-1.036459671E1,1.081051941E0
6.840761583E0,8.267906799E0,-1.012554382E1,8.680448914E-1
6.850757583E0,7.575895844E0,-9.881850586E0,6.424639893E-1
6.860753583E0,7.034022675E0,-1.032941986E1,5.569917297E-1
6.870748583E0,6.479425964E0,-1.057326279E1,6.277944946E-1
6.880744583E0,5.605243835E0,-9.850565643E0,9.668394470E-1
6.890740583E0,4.731810150E0,-8.714128876E0,1.606459351E0
6.900735583E0,4.186943207E0,-7.559879150E0,2.161804504E0
6.910731583E0,4.093836823E0,-6.848857727E0,2.476300507E0
6.920727583E0,4.177363129E0,-6.614445190E0,2.548300781E0
6.930722583E0,4.263134766E0,-6.739135895E0,2.334395599E0
6.940718583E0,4.115841064E0,-6.978338470E0,1.870659943E0
6.950714583E0,3.835324402E0,-7.276967468E0,1.347348175E0
6.960709583E0,3.716920624E0,-7.483088837E0,8.918453979E-1
6.970705583E0,3.632346497E0,-7.480394440E0,4.782554626E-1
6.980701583E0,3.577261047E0,-7.397317200E0,1.339714050E-1
6.990696583E0,3.441643066E0,-7.100783844E0,-2.254312134E-1
7.000692583E0,3.336411896E0,-6.675967255E0,-3.607498169E-1
7.010688583E0,3.331023102E0,-6.294710083E0,-4.278103638E-1
7.020683583E0,3.365002441E0,-5.935756531E0,-3.917353821E-1
7.030679583E0,3.382366333E0,-5.682483215E0,-2.598596191E-1
7.040675583E0,3.498225403E0,-5.738466797E0,-6.256988525E-2
7.050670583E0,3.633843384E0,-5.907764740E0,1.053808594E-1
7.060666583E0,3.762875061E0,-5.957162018E0,2.832110596E-1
7.070662583E0,3.976929932E0,-6.008505249E0,5.162763977E-1
7.080657583E0,4.205504608E0,-6.052513733E0,6.629713440E-1
7.090653583E0,4.442012787E0,-6.046077118E0,7.533833313E-1
7.100649583E0,4.727319489E0,-6.047124939E0,8.041278076E-1
7.110644583E0,5.109474792E0,-6.167175293E0,7.517367554E-1
7.120640583E0,5.457650757E0,-6.392756195E0,6.255491638E-1
7.130636583E0,5.792803802E0,-6.744375000E0,4.183799744E-1
7.140631583E0,5.958209839E0,-7.001390533E0,1.833686829E-1
7.150627583E0,6.093827820E0,-7.165599060E0,-2.784210205E-2
7.160623583E0,6.392905884E0,-7.270530853E0,-1.233435059E-1
7.170618583E0,6.776408386E0,-7.378007355E0,-1.167572021E-1
7.180614583E0,7.251670074E0,-7.543413391E0,1.272354126E-1
7.190610583E0,7.715256042E0,-7.702831879E0,4.206253052E-1
7.200605583E0,8.065377960E0,-7.832162933E0,7.200027466E-1
7.210601583E0,8.222700806E0,-7.862400055E0,1.026116180E0
7.220597583E0,8.230933685E0,-7.782316589E0,1.256337433E0
7.230592583E0,8.093818817E0,-7.580835571E0,1.388512573E0
7.240588583E0,7.842940521E0,-7.219786377E0,1.471290436E0
7.250584583E0,7.605085144E0,-6.797065430E0,1.538800049E0
7.260579583E0,7.375762024E0,-6.528823242E0,1.608854370E0
7.270575583E0,7.464677124E0,-6.608008575E0,1.707798615E0
7.280571583E0,7.900720367E0,-7.261699219E0,1.608405304E0
7.290566583E0,8.236921234E0,-7.989186401E0,1.301693115E0
7.300562583E0,8.364306335E0,-8.413853302E0,1.116228790E0
7.310558583E0,8.372838593E0,-8.685987396E0,9.391470337E-1
7.320554583E0,8.281229095E0,-8.728948059E0,8.794212341E-1
7.330549583E0,8.134683838E0,-8.411907349E0,1.051712952E0
7.340545583E0,7.979157257E0,-7.907755737E0,1.271455994E0
7.350540583E0,7.833360443E0,-7.521259460E0,1.464853821E0
7.360536583E0,7.507039032E0,-7.270830231E0,1.433269501E0
7.370532583E0,6.955436096E0,-7.060966644E0,1.247356110E0
7.380527583E0,6.323150940E0,-6.906936951E0,1.099014587E0
7.390523583E0,5.718558197E0,-6.850653992E0,1.054107971E0
7.400519583E0,5.187312927E0,-6.892417145E0,1.094673615E0
7.410514583E0,4.827461243E0,-6.884034576E0,1.189426575E0
7.420510583E0,4.739893341E0,-7.026388550E0,1.267414398E0
7.430506583E0,4.829257507E0,-7.211852875E0,1.248254242E0
7.440502583E0,5.051994324E0,-7.292684784E0,1.085542603E0
7.450497583E0,5.256618805E0,-7.233707428E0,9.592053223E-1
7.460493583E0,5.321583710E0,-7.038213959E0,8.116122437E-1
7.470489583E0,5.204826508E0,-6.725514221E0,6.765930176E-1
7.480484583E0,4.976401520E0,-6.445596313E0,5.866300964E-1
7.490480583E0,4.761149139E0,-6.295159149E0,5.577401733E-1
7.500476583E0,4.634362793E0,-6.314468994E0,6.527925110E-1
7.510471583E0,4.606820068E0,-6.438860321E0,8.360115051E-1
7.520467583E0,4.623136139E0,-6.584956512E0,1.001267853E0
7.530463583E0,4.633314972E0,-6.650370483E0,1.196012878E0
7.540458583E0,4.587061157E0,-6.607409821E0,1.409768372E0
7.550454583E0,4.566553802E0,-6.562503204E0,1.609153748E0
7.560450583E0,4.627327423E0,-6.619684296E0,1.720073090E0
7.570445583E0,4.784350891E0,-6.846762085E0,1.790426788E0
7.580441583E0,5.042563934E0,-7.281158752E0,1.783241730E0
7.590436583E0,5.313799896E0,-7.798632660E0,1.659748535E0
7.600432583E0,5.638474731E0,-8.269703064E0,1.481469269E0
7.610428583E0,5.965394897E0,-8.673563232E0,1.307830353E0
7.620424583E0,6.162235565E0,-8.869206390E0,1.217118988E0
7.630419583E0,6.299200745E0,-8.975635071E0,1.235530701E0
7.640415583E0,6.479725342E0,-9.297016754E0,1.219514008E0
7.650411583E0,6.721622314E0,-9.888586578E0,1.184037781E0
7.660406583E0,6.951095123E0,-1.053299652E1,1.155297546E0
7.670402583E0,7.148534546E0,-1.103639969E1,1.159638519E0
7.680398583E0,7.152725830E0,-1.112306946E1,1.105600891E0
7.690393583E0,7.053631897E0,-1.087219116E1,1.122366028E0
7.700389583E0,6.934180298E0,-1.045171555E1,1.058448944E0
7.710385583E0,6.750512238E0,-1.005998016E1,7.372169495E-1
7.720380583E0,6.584507446E0,-9.842332764E0,3.722758484E-1
7.730376583E0,6.455775146E0,-9.867181091E0,-5.134323120E-2
7.740372583E0,6.633904724E0,-1.029409332E1,-3.842509460E-1
7.750367583E0,7.046147461E0,-1.110076584E1,-6.212081909E-1
7.760363250E0,7.073839874E0,-1.147947830E1,-8.922944641E-1
7.770359250E0,6.444099426E0,-1.108894043E1,-8.906478882E-1
7.780354250E0,5.681285706E0,-1.050186127E1,-4.535568237E-1
7.790350250E0,5.104684753E0,-1.008213409E1,2.098635864E-1
7.800346250E0,4.562811584E0,-9.472302246E0,9.672885132E-1
