"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.881714283E1,1.828407288E0,2.586278915E0,-1.416671753E1
3.882713883E1,1.687332153E0,2.560302734E0,-1.401803589E1
3.883713383E1,1.344284058E0,2.484334946E0,-1.448994446E1
3.884712983E1,9.635925293E-1,2.405536652E0,-1.472941589E1
3.885712583E1,5.197372437E-1,2.235513687E0,-1.500202942E1
3.886712183E1,3.625411987E-1,2.017566681E0,-1.522726440E1
3.887711783E1,8.705902100E-2,1.937688828E0,-1.526133728E1
3.888711283E1,-4.108047485E-1,1.817726135E0,-1.559646606E1
3.889710883E1,-8.236999512E-1,1.750398636E0,-1.578060913E1
3.890710483E1,-1.121040344E0,1.553426743E0,-1.608290100E1
3.891710083E1,-1.455253601E0,1.357292175E0,-1.616874695E1
3.892709683E1,-1.761711121E0,1.241617203E0,-1.611431885E1
3.893709183E1,-2.235305786E0,1.185466766E0,-1.649552917E1
3.894708783E1,-2.512702942E0,1.018222809E0,-1.659059143E1
3.895708383E1,-2.971656799E0,9.771957397E-1,-1.679516602E1
3.896707983E1,-3.311630249E0,7.859172821E-1,-1.691926575E1
3.897707483E1,-3.350646973E0,8.613243103E-1,-1.683728027E1
3.898707083E1,-3.706169128E0,7.955780029E-1,-1.727354431E1
3.899706683E1,-4.038597107E0,6.959342957E-1,-1.760208130E1
3.900706283E1,-4.428916931E0,7.643013000E-1,-1.800416565E1
3.901705883E1,-4.705520630E0,7.907886505E-1,-1.838377380E1
3.902705383E1,-5.138534546E0,9.673938751E-1,-1.856028748E1
3.903704983E1,-5.440338135E0,9.018936157E-1,-1.898908997E1
3.904704583E1,-5.814407349E0,8.013935089E-1,-1.925997925E1
3.905704183E1,-6.211654663E0,8.552589417E-1,-1.985632324E1
3.906703683E1,-6.541893005E0,8.661918640E-1,-2.019287109E1
3.907703283E1,-6.876724243E0,1.125730515E0,-2.058155823E1
3.908702883E1,-7.191734314E0,1.290309906E0,-2.107301331E1
3.909702483E1,-7.563812256E0,1.477300644E0,-2.143777466E1
3.910702083E1,-8.008171082E0,1.886260986E0,-2.203236389E1
3.911701583E1,-8.141471863E0,2.293304443E0,-2.241824341E1
3.912701183E1,-8.552238464E0,2.617725372E0,-2.282244873E1
3.913700783E1,-8.949028015E0,2.855283737E0,-2.337007141E1
3.914700383E1,-9.286598206E0,3.041618347E0,-2.353001404E1
3.915699883E1,-9.760719299E0,3.406913757E0,-2.398806763E1
3.916699483E1,-1.008143616E1,3.650648117E0,-2.420776367E1
3.917699083E1,-1.060893250E1,3.785066605E0,-2.438763428E1
3.918698683E1,-1.102795410E1,3.788566589E0,-2.484323120E1
3.919698283E1,-1.125418091E1,3.815979004E0,-2.494151306E1
3.920697783E1,-1.177352905E1,4.201496124E0,-2.513775635E1
3.921697383E1,-1.227113342E1,4.343212128E0,-2.534733582E1
3.922696983E1,-1.281062317E1,4.314611435E0,-2.582295227E1
3.923696583E1,-1.318434143E1,4.414016724E0,-2.598753357E1
3.924696083E1,-1.344511414E1,4.464817047E0,-2.600985718E1
3.925695683E1,-1.378038788E1,4.824962616E0,-2.629289246E1
3.926695283E1,-1.388836670E1,4.838705063E0,-2.626728821E1
3.927694883E1,-1.432642365E1,5.017742157E0,-2.658847046E1
3.928694483E1,-1.471656799E1,5.286876678E0,-2.689199829E1
3.929693983E1,-1.496968842E1,5.218717575E0,-2.701744080E1
3.930693583E1,-1.496968842E1,5.218717575E0,-2.701744080E1
3.931693183E1,-1.520011902E1,5.388994217E0,-2.729412842E1
3.932692783E1,-1.545339203E1,5.435918808E0,-2.733288574E1
3.933692383E1,-1.587412262E1,5.426054001E0,-2.750854492E1
3.934691883E1,-1.623886108E1,5.626491547E0,-2.758763123E1
3.935691483E1,-1.651962280E1,5.737606049E0,-2.760368347E1
3.936691083E1,-1.699337769E1,5.815818787E0,-2.777062988E1
3.937690683E1,-1.735459900E1,5.785518646E0,-2.782225037E1
3.938690183E1,-1.775633240E1,5.920810699E0,-2.792938232E1
3.939689783E1,-1.809967041E1,6.012609482E0,-2.793986511E1
3.940689383E1,-1.854780579E1,5.968414307E0,-2.788581848E1
3.941688983E1,-1.903949356E1,6.041418076E0,-2.811244202E1
3.942688583E1,-1.942363739E1,6.065273285E0,-2.804524231E1
3.943688083E1,-1.981691360E1,5.936857224E0,-2.804289246E1
3.944687683E1,-2.019348907E1,6.180259705E0,-2.818490601E1
3.945687283E1,-2.074058151E1,6.094036102E0,-2.827760315E1
3.946686883E1,-2.134182739E1,6.224634171E0,-2.820547485E1
3.947686383E1,-2.194661713E1,6.367231369E0,-2.820106506E1
3.948685983E1,-2.251595688E1,6.402139664E0,-2.810540771E1
3.949685583E1,-2.311452866E1,6.276924133E0,-2.815338135E1
3.950685183E1,-2.366620255E1,6.090208054E0,-2.811076355E1
3.951684783E1,-2.429544067E1,6.084650040E0,-2.800871277E1
3.952684283E1,-2.504059982E1,5.804819107E0,-2.779681396E1
3.953683883E1,-2.577938461E1,5.546907425E0,-2.773742676E1
3.954683483E1,-2.644825363E1,5.362684250E0,-2.745297241E1
3.955683083E1,-2.716790390E1,5.138086319E0,-2.723530579E1
3.956682583E1,-2.791944122E1,5.026100159E0,-2.684349060E1
3.957682183E1,-2.880543137E1,4.679389954E0,-2.657957458E1
3.958681783E1,-2.967778397E1,4.437002182E0,-2.612532043E1
3.959681383E1,-3.051155472E1,4.226108551E0,-2.557524109E1
3.960680983E1,-3.127516937E1,3.830923080E0,-2.491447449E1
3.961680483E1,-3.199137115E1,3.547548294E0,-2.416850281E1
3.962680083E1,-3.279180145E1,3.052875519E0,-2.346316528E1
3.963679683E1,-3.368939590E1,2.497148514E0,-2.259298706E1
3.964679283E1,-3.453000259E1,1.979267120E0,-2.190022278E1
3.965678783E1,-3.514769363E1,1.315078735E0,-2.077815247E1
3.966678383E1,-3.575687027E1,8.658180237E-1,-1.954299927E1
3.967677983E1,-3.644132233E1,5.720634460E-1,-1.854190063E1
3.968677583E1,-3.712108994E1,2.489509583E-1,-1.750428772E1
3.969677083E1,-3.782611465E1,1.145038605E-1,-1.634605408E1
3.970676683E1,-3.823643494E1,-1.141681671E-1,-1.535459900E1
3.971676283E1,-3.876135254E1,-8.359336853E-2,-1.402801514E1
3.972675883E1,-3.918313599E1,-1.978721619E-1,-1.279615784E1
3.973675483E1,-3.950648880E1,-2.965698242E-1,-1.162989807E1
3.974674983E1,-3.988949585E1,-4.898509979E-1,-1.038121033E1
3.975674583E1,-4.009844971E1,-4.780883789E-1,-9.428421021E0
3.976674183E1,-4.032159424E1,-5.956344604E-1,-8.336685181E0
3.977673783E1,-4.054705429E1,-4.571075439E-1,-7.280334473E0
3.978673283E1,-4.056443405E1,-7.293434143E-1,-6.026702881E0
3.979672846E1,-4.063782501E1,-6.146602631E-1,-4.956298828E0
3.980672446E1,-4.057534790E1,-5.394363403E-1,-3.533248901E0
3.981672046E1,-4.065125656E1,-4.833354950E-1,-2.220550537E0
3.982671646E1,-4.061637115E1,-1.341590881E-1,-8.760986328E-1
3.983671146E1,-4.044715881E1,-3.607940674E-2,3.044433594E-1
3.984670746E1,-4.041541672E1,1.443862915E-1,1.521575928E0
3.985670346E1,-4.012515259E1,4.716835022E-1,2.863174438E0
3.986669946E1,-3.999882126E1,8.487606049E-1,3.941223145E0
3.987669546E1,-3.996439362E1,1.158626556E0,4.822952271E0
3.988669046E1,-3.967978668E1,1.412521362E0,6.026260376E0
3.989668646E1,-3.952688217E1,1.749212265E0,6.992462158E0
3.990668246E1,-3.907551956E1,1.987087250E0,8.393600464E0
3.991667846E1,-3.888703156E1,2.303956985E0,9.254745483E0
3.992667346E1,-3.860353851E1,2.662685394E0,1.001855469E1
3.993666946E1,-3.830440140E1,2.900283813E0,1.093006897E1
3.994666546E1,-3.813968658E1,3.346897125E0,1.186239624E1
3.995666146E1,-3.771653366E1,3.678104401E0,1.273258972E1
3.996665646E1,-3.752229691E1,4.094141006E0,1.325292969E1
3.997665246E1,-3.724116516E1,4.495620728E0,1.386773682E1
3.998664846E1,-3.703988647E1,4.821557999E0,1.477226257E1
3.999664446E1,-3.675354767E1,5.187038422E0,1.522663879E1
4.000664046E1,-3.642605209E1,5.399604797E0,1.588436890E1
4.001663546E1,-3.619473267E1,5.596466064E0,1.622479248E1
4.002663146E1,-3.603375626E1,5.797142029E0,1.669650269E1
4.003662746E1,-3.576519775E1,5.670377731E0,1.711447144E1
4.004662346E1,-3.560975266E1,5.613088608E0,1.727729797E1
4.005661846E1,-3.544433594E1,5.649507523E0,1.762806702E1
4.006661446E1,-3.523996735E1,5.692174911E0,1.738243103E1
4.007661046E1,-3.530909348E1,6.014604568E0,1.740751648E1
4.008660646E1,-3.513978958E1,6.231752396E0,1.738377380E1
4.009660246E1,-3.504364014E1,6.376821518E0,1.722628784E1
4.010659746E1,-3.483501434E1,6.459426880E0,1.696070862E1
4.011659346E1,-3.468606186E1,6.679544449E0,1.667738342E1
4.012658946E1,-3.471832275E1,7.034763336E0,1.634698486E1
4.013658546E1,-3.452402878E1,7.268119812E0,1.607246399E1
4.014658046E1,-3.451727295E1,7.492206573E0,1.584944153E1
4.015657646E1,-3.440909576E1,7.783897400E0,1.560844421E1
4.016657246E1,-3.437298203E1,8.063753128E0,1.529205322E1
4.017656846E1,-3.430704117E1,8.325263977E0,1.476423645E1
4.018656346E1,-3.415933228E1,8.498775482E0,1.477233887E1
4.019655946E1,-3.414497757E1,8.992265701E0,1.504612732E1
4.020655546E1,-3.411302185E1,9.368164062E0,1.482235718E1
4.021655146E1,-3.393833160E1,9.630374908E0,1.454170227E1
4.022654746E1,-3.370965958E1,9.841299057E0,1.437115479E1
4.023654246E1,-3.359181976E1,9.942417145E0,1.438409424E1
4.024653846E1,-3.337716293E1,1.020352173E1,1.444198608E1
4.025653446E1,-3.322912216E1,1.050746346E1,1.446455383E1
4.026653046E1,-3.311240005E1,1.059640312E1,1.449821472E1
4.027652546E1,-3.304006958E1,1.095351791E1,1.463032532E1
4.028652146E1,-3.283302689E1,1.112702751E1,1.481370544E1
4.029651746E1,-3.248534012E1,1.144148254E1,1.503924561E1
4.030651346E1,-3.251028061E1,1.187111092E1,1.495634460E1
4.031650946E1,-3.236144257E1,1.210584450E1,1.486477661E1
4.032650446E1,-3.219058990E1,1.238242340E1,1.492321777E1
4.033650046E1,-3.198779678E1,1.272660828E1,1.508592224E1
4.034649646E1,-3.181433868E1,1.295685577E1,1.547193909E1
4.035649246E1,-3.175914383E1,1.329026604E1,1.543302917E1
4.036648746E1,-3.152925110E1,1.343754387E1,1.558703613E1
4.037648346E1,-3.136308670E1,1.378864479E1,1.556843567E1
4.038647946E1,-3.095227051E1,1.403064346E1,1.579719543E1
4.039647546E1,-3.078286362E1,1.446860886E1,1.625294495E1
4.040647146E1,-3.063030624E1,1.481114197E1,1.626263428E1
4.041646646E1,-3.034783554E1,1.506229401E1,1.652403259E1
4.042646246E1,-3.018555069E1,1.566390991E1,1.655989075E1
4.043645846E1,-2.988940811E1,1.600615692E1,1.666406250E1
4.044645446E1,-2.963801956E1,1.649291611E1,1.648222351E1
4.045644946E1,-2.953350830E1,1.707765198E1,1.644683838E1
4.046644546E1,-2.912539291E1,1.751425552E1,1.674865723E1
4.047644146E1,-2.893350220E1,1.806035614E1,1.677279663E1
4.048643746E1,-2.851097870E1,1.863540268E1,1.681033325E1
4.049643246E1,-2.814732742E1,1.908821869E1,1.681909180E1
4.050642846E1,-2.797368240E1,1.971250534E1,1.707817078E1
4.051642446E1,-2.771965408E1,2.022567749E1,1.716189575E1
4.052642046E1,-2.732411194E1,2.084907532E1,1.717036438E1
4.053641646E1,-2.681737137E1,2.140913010E1,1.707089233E1
4.054641146E1,-2.648391724E1,2.187895584E1,1.735736084E1
4.055640746E1,-2.606836700E1,2.244102478E1,1.738951111E1
4.056640346E1,-2.562580490E1,2.279464722E1,1.754064941E1
4.057639946E1,-2.547100830E1,2.349373627E1,1.740486145E1
4.058639446E1,-2.506373215E1,2.403661346E1,1.724861145E1
4.059639046E1,-2.480215454E1,2.446529770E1,1.735910034E1
4.060638646E1,-2.464179993E1,2.496335220E1,1.718190002E1
4.061638246E1,-2.441395950E1,2.539703751E1,1.707321167E1
4.062637846E1,-2.422923660E1,2.588352585E1,1.668530273E1
4.063637346E1,-2.396851730E1,2.655158615E1,1.673489380E1
4.064636946E1,-2.379594803E1,2.694380951E1,1.631100464E1
4.065636546E1,-2.369273376E1,2.760378265E1,1.628144836E1
4.066636146E1,-2.343160248E1,2.819683075E1,1.608555603E1
4.067635646E1,-2.330992889E1,2.871907806E1,1.580792236E1
4.068635246E1,-2.295384216E1,2.906383896E1,1.607069397E1
4.069634846E1,-2.297987747E1,2.945308304E1,1.570117188E1
4.070634446E1,-2.281932068E1,2.992604446E1,1.552468872E1
4.071634046E1,-2.267414856E1,3.029375458E1,1.520166016E1
4.072633546E1,-2.268694305E1,3.080928802E1,1.508955383E1
4.073633146E1,-2.237411880E1,3.120341110E1,1.475796509E1
4.074632746E1,-2.230977631E1,3.153558350E1,1.458219910E1
4.075632346E1,-2.220028305E1,3.194456100E1,1.438748169E1
4.076631846E1,-2.197240448E1,3.242956924E1,1.427680969E1
4.077631446E1,-2.198606491E1,3.292380905E1,1.390255737E1
4.078631046E1,-2.176700592E1,3.323528671E1,1.370959473E1
4.079630675E1,-2.170210648E1,3.352556610E1,1.336679077E1
4.080630175E1,-2.156963730E1,3.401737976E1,1.304670715E1
4.081629775E1,-2.132104874E1,3.439089966E1,1.280210876E1
4.082629375E1,-2.130702972E1,3.479794312E1,1.257170105E1
4.083628975E1,-2.106939316E1,3.520661163E1,1.202992249E1
4.084628575E1,-2.082976913E1,3.565242386E1,1.167630005E1
4.085628075E1,-2.063828278E1,3.604996872E1,1.113130188E1
4.086627675E1,-2.040883255E1,3.631662369E1,1.090550232E1
4.087627275E1,-2.015637589E1,3.676903152E1,1.053503418E1
4.088626875E1,-2.027573776E1,3.719456482E1,1.010137939E1
4.089626375E1,-2.005721283E1,3.743520355E1,9.802047729E0
4.090625975E1,-2.006005478E1,3.766804504E1,9.363113403E0
4.091625575E1,-1.985028458E1,3.784991455E1,9.411651611E0
4.092625175E1,-1.969038391E1,3.806364822E1,9.491867065E0
4.093624675E1,-1.969458771E1,3.824940109E1,9.181350708E0
4.094624275E1,-1.958114243E1,3.841418839E1,9.088912964E0
4.095623875E1,-1.969351578E1,3.867166901E1,8.732635498E0
4.096623475E1,-1.953848267E1,3.883548737E1,8.767715454E0
4.097623075E1,-1.948703384E1,3.896694183E1,8.865921021E0
4.098622575E1,-1.968136978E1,3.889713669E1,8.701187134E0
4.099622175E1,-1.974710464E1,3.902734375E1,8.572097778E0
4.100621775E1,-1.980477142E1,3.916283035E1,8.353439331E0
4.101621375E1,-1.965794754E1,3.898860550E1,8.423065186E0
4.102620875E1,-1.947718811E1,3.898797607E1,8.528625488E0
4.103620475E1,-1.968109894E1,3.904115677E1,8.325347900E0
4.104620075E1,-1.963149261E1,3.889898300E1,8.403762817E0
4.105619675E1,-1.963149261E1,3.889898300E1,8.403762817E0
4.106619175E1,-1.962850571E1,3.885933685E1,8.494674683E0
4.107618775E1,-1.948286819E1,3.893144989E1,8.589538574E0
4.108618375E1,-1.933562088E1,3.892683411E1,8.585998535E0
4.109617975E1,-1.939995575E1,3.907037735E1,8.373687744E0
4.110617575E1,-1.917314911E1,3.893369293E1,8.425918579E0
4.111617075E1,-1.932274628E1,3.879320526E1,7.978225708E0
4.112616675E1,-1.950867462E1,3.878519440E1,7.488479614E0
4.113616275E1,-1.974071121E1,3.873624039E1,7.159774780E0
4.114615875E1,-1.990450287E1,3.857202530E1,6.592849731E0
4.115615375E1,-2.017083740E1,3.853618240E1,6.307327271E0
4.116614975E1,-2.034281921E1,3.834936142E1,5.751892090E0
4.117614575E1,-2.060753250E1,3.826787186E1,5.281127930E0
4.118614175E1,-2.068446732E1,3.821123505E1,4.882598877E0
4.119613775E1,-2.088058090E1,3.816754150E1,4.335540771E0
4.120613275E1,-2.094414902E1,3.797547150E1,4.107681274E0
4.121612875E1,-2.111832809E1,3.799515533E1,3.561767578E0
4.122612475E1,-2.112431335E1,3.788162231E1,3.375289917E0
4.123612075E1,-2.131029892E1,3.769454193E1,2.970977783E0
4.124611575E1,-2.142351151E1,3.742143631E1,2.496856689E0
4.125611175E1,-2.151395798E1,3.732420349E1,2.268402100E0
4.126610775E1,-2.161764145E1,3.730429077E1,1.669631958E0
4.127610375E1,-2.162321091E1,3.740754318E1,1.408538818E0
4.128609875E1,-2.170539856E1,3.731621933E1,9.613037109E-1
4.129609475E1,-2.174512100E1,3.742155838E1,6.384582520E-1
4.130609075E1,-2.165689468E1,3.751227570E1,4.210662842E-1
4.131608675E1,-2.178071213E1,3.741223526E1,1.718902588E-1
4.132608275E1,-2.146154404E1,3.737195969E1,-8.509826660E-2
4.133607775E1,-2.168497467E1,3.734173203E1,-5.494842529E-1
4.134607375E1,-2.186782455E1,3.742213821E1,-9.926605225E-1
4.135606975E1,-2.181950378E1,3.746886444E1,-1.327560425E0
4.136606575E1,-2.197886658E1,3.743736267E1,-1.556518555E0
4.137606075E1,-2.182918549E1,3.730815887E1,-1.732055664E0
4.138605675E1,-2.190439224E1,3.726591492E1,-2.128128052E0
4.139605275E1,-2.193619919E1,3.734732437E1,-2.323364258E0
4.140604875E1,-2.184378815E1,3.726763153E1,-2.677047729E0
4.141604375E1,-2.196180725E1,3.724386978E1,-2.982849121E0
4.142603975E1,-2.195135117E1,3.725386429E1,-3.120834351E0
4.143603575E1,-2.201163101E1,3.713198090E1,-3.357589722E0
4.144603175E1,-2.210240555E1,3.704861832E1,-3.869003296E0
4.145602675E1,-2.221400833E1,3.710246277E1,-4.177185059E0
4.146602275E1,-2.228335571E1,3.705530167E1,-4.476547241E0
4.147601875E1,-2.229106140E1,3.694470596E1,-4.757568359E0
4.148601475E1,-2.238980865E1,3.702160263E1,-5.010528564E0
4.149601075E1,-2.257551575E1,3.698215103E1,-5.410003662E0
4.150600575E1,-2.262626266E1,3.694970322E1,-5.451019287E0
4.151600175E1,-2.276091385E1,3.695407867E1,-5.766387939E0
4.152599775E1,-2.289458847E1,3.685528183E1,-6.276092529E0
4.153599375E1,-2.281814575E1,3.660876465E1,-6.575012207E0
4.154598875E1,-2.293273163E1,3.638903427E1,-6.788238525E0
4.155598475E1,-2.309626770E1,3.619030762E1,-7.379776001E0
4.156598075E1,-2.331649780E1,3.605292892E1,-7.414596558E0
4.157597675E1,-2.359133148E1,3.583805847E1,-7.949569702E0
4.158597275E1,-2.380133820E1,3.554032135E1,-8.256500244E0
4.159596775E1,-2.421347809E1,3.519810867E1,-8.529830933E0
4.160596375E1,-2.471080399E1,3.484996033E1,-8.730331421E0
4.161595975E1,-2.495758057E1,3.448797226E1,-8.926452637E0
4.162595575E1,-2.555279541E1,3.387018204E1,-9.192596436E0
4.163595075E1,-2.593801117E1,3.332263184E1,-9.244110107E0
4.164594675E1,-2.650885773E1,3.304590988E1,-9.158767700E0
4.165594275E1,-2.705160522E1,3.261733627E1,-9.124160767E0
4.166593875E1,-2.748368073E1,3.192708588E1,-8.801666260E0
4.167593375E1,-2.825727081E1,3.143818283E1,-8.678146362E0
4.168592975E1,-2.879318619E1,3.086087036E1,-8.373519897E0
4.169592575E1,-2.950166321E1,3.050425339E1,-8.090606689E0
4.170592175E1,-2.998797226E1,2.983290863E1,-7.633102417E0
4.171591675E1,-3.040180206E1,2.929608536E1,-6.765121460E0
4.172591275E1,-3.114881134E1,2.886980057E1,-6.073242188E0
4.173590875E1,-3.153857040E1,2.819985962E1,-5.111343384E0
4.174590475E1,-3.210541916E1,2.781665039E1,-4.224960327E0
4.175590075E1,-3.242453003E1,2.744287491E1,-3.283355713E0
4.176589575E1,-3.252293777E1,2.705523300E1,-2.145141602E0
4.177589175E1,-3.299316406E1,2.694739532E1,-1.010910034E0
4.178588775E1,-3.300634003E1,2.647470474E1,4.460144043E-2
4.179588375E1,-3.309946823E1,2.640700912E1,9.763641357E-1
4.180587875E1,-3.295124435E1,2.643559647E1,2.063064575E0
4.181587475E1,-3.289328384E1,2.659058762E1,2.953308105E0
4.182587075E1,-3.296587372E1,2.683571625E1,3.868835449E0
4.183586675E1,-3.255512238E1,2.677709961E1,4.962417603E0
