"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.239407700E1,3.562063575E-1,-3.311269879E-1,4.440572485E-2
2.240407300E1,3.566881120E-1,-2.715294659E-1,2.505599335E-2
2.241406900E1,3.221506476E-1,-2.246040106E-1,1.969904453E-2
2.242406400E1,2.669815123E-1,-1.876381636E-1,2.974735573E-2
2.243406000E1,2.251904160E-1,-1.648809165E-1,6.626994163E-2
2.244405600E1,1.866790652E-1,-1.832143217E-1,1.351355463E-1
2.245405200E1,1.678603590E-1,-2.307514846E-1,2.329188287E-1
2.246404700E1,1.596091837E-1,-2.946054339E-1,3.259055316E-1
2.247404300E1,1.617493033E-1,-3.647046089E-1,3.841320872E-1
2.248403900E1,1.694363654E-1,-4.311043322E-1,3.914786577E-1
2.249403500E1,1.783046871E-1,-4.840442240E-1,3.723491728E-1
2.250403000E1,1.911257803E-1,-5.104553103E-1,3.430375457E-1
2.251402600E1,2.006476521E-1,-4.970929027E-1,3.211492896E-1
2.252402200E1,2.022470534E-1,-4.679360390E-1,3.098973334E-1
2.253401800E1,2.097984403E-1,-4.306094348E-1,3.133226931E-1
2.254401300E1,2.295427918E-1,-3.925839365E-1,3.276484907E-1
2.255400900E1,2.411677539E-1,-3.631288409E-1,3.496818841E-1
2.256400500E1,2.374366522E-1,-3.361170590E-1,3.760949969E-1
2.257400000E1,2.272111773E-1,-3.166269958E-1,4.045833647E-1
2.258399600E1,2.214091271E-1,-2.975982726E-1,4.311110675E-1
2.259399200E1,2.140340358E-1,-2.888239622E-1,4.495044649E-1
2.260398800E1,1.962743998E-1,-2.871353030E-1,4.726007581E-1
2.261398300E1,1.920136064E-1,-2.949064076E-1,5.014369488E-1
2.262397900E1,2.167201936E-1,-3.588817120E-1,5.155568719E-1
2.263397500E1,2.948706448E-1,-4.104897678E-1,4.791695476E-1
2.264397100E1,4.019348621E-1,-4.434138238E-1,3.916452527E-1
2.265396600E1,5.105364919E-1,-4.555573165E-1,2.772198915E-1
2.266396200E1,5.740325451E-1,-4.461318851E-1,1.645665616E-1
2.267395800E1,5.608187318E-1,-4.141126871E-1,1.143494546E-1
2.268395300E1,4.548205137E-1,-3.996197283E-1,1.432971954E-1
2.269394900E1,2.856874168E-1,-3.685797751E-1,2.205067724E-1
2.270394500E1,8.489120007E-2,-3.768709898E-1,3.165669739E-1
2.271394100E1,-6.396193057E-2,-4.542089403E-1,4.271289110E-1
2.272393600E1,-1.079526022E-1,-5.455285907E-1,5.484997630E-1
2.273393200E1,-2.558156103E-2,-6.556713581E-1,6.744028330E-1
2.274392800E1,2.055413723E-1,-7.855251431E-1,8.189424872E-1
2.275392400E1,5.568461418E-1,-9.833034873E-1,9.515604377E-1
2.276391900E1,1.020261168E0,-1.244151592E0,1.011621952E0
2.277391458E1,1.497398734E0,-1.478369117E0,9.843356609E-1
2.278391058E1,1.886107922E0,-1.690635443E0,8.564530015E-1
2.279390558E1,2.130872488E0,-1.871755719E0,6.896085739E-1
2.280390158E1,2.240453005E0,-2.059373856E0,5.102977753E-1
2.281389758E1,2.276975393E0,-2.249999762E0,3.670385778E-1
2.282389358E1,2.288227797E0,-2.432584524E0,3.190975487E-1
2.283388858E1,2.296050310E0,-2.592067957E0,3.473539352E-1
2.284388458E1,2.309342146E0,-2.702061892E0,4.026590884E-1
2.285388058E1,2.326717138E0,-2.764116287E0,4.363379478E-1
2.286387658E1,2.339199543E0,-2.784034729E0,4.422730803E-1
2.287387158E1,2.343659163E0,-2.768306971E0,4.128587246E-1
2.288386758E1,2.315738440E0,-2.732670784E0,3.812395334E-1
2.289386358E1,2.252696991E0,-2.691402674E0,3.401136696E-1
2.290385858E1,2.150569677E0,-2.630706549E0,2.916922569E-1
2.291385458E1,2.051908731E0,-2.550096750E0,2.294099629E-1
2.292385058E1,1.958660483E0,-2.479094028E0,1.784863323E-1
2.293384658E1,1.873153567E0,-2.434845209E0,1.421032995E-1
2.294384158E1,1.788117528E0,-2.411912918E0,1.322083622E-1
2.295383758E1,1.715592742E0,-2.400950670E0,1.364220232E-1
2.296383358E1,1.659281015E0,-2.379861593E0,1.463575661E-1
2.297382958E1,1.608173966E0,-2.351450205E0,1.417915672E-1
2.298382458E1,1.559868455E0,-2.327258587E0,1.207470894E-1
2.299382058E1,1.493770957E0,-2.292554617E0,7.085009664E-2
2.300381658E1,1.396427870E0,-2.233829498E0,1.022466458E-3
2.301381258E1,1.279635429E0,-2.165641308E0,-8.279679716E-2
2.302380758E1,1.161821961E0,-2.091585398E0,-1.648840159E-1
2.303380358E1,1.067689061E0,-2.032176495E0,-2.342425734E-1
2.304379958E1,1.011436105E0,-2.001384735E0,-2.737829685E-1
2.305379458E1,9.898909330E-1,-1.997027993E0,-3.053776026E-1
2.306379058E1,9.658669829E-1,-1.981059909E0,-3.505278230E-1
2.307378658E1,9.187956452E-1,-1.966898084E0,-4.219274521E-1
2.308378258E1,8.737148643E-1,-1.943159938E0,-5.011355281E-1
2.309377758E1,8.429756165E-1,-1.898041010E0,-5.721689463E-1
2.310377358E1,8.207450509E-1,-1.804456353E0,-6.225137115E-1
2.311376958E1,8.020192981E-1,-1.670885682E0,-6.604506969E-1
2.312376558E1,7.963634729E-1,-1.514719486E0,-6.779895425E-1
2.313376058E1,7.825714946E-1,-1.383691669E0,-6.955546737E-1
2.314375658E1,7.254924774E-1,-1.265737534E0,-7.349152565E-1
2.315375258E1,6.299644113E-1,-1.176379919E0,-7.714402080E-1
2.316374758E1,5.471273065E-1,-1.124333501E0,-7.819268703E-1
2.317374358E1,5.084105134E-1,-1.098882437E0,-7.569347024E-1
2.318373958E1,5.183804631E-1,-1.058901548E0,-7.096977830E-1
2.319373558E1,5.516270995E-1,-1.008033276E0,-6.604178548E-1
2.320373058E1,5.588687658E-1,-9.526187181E-1,-6.756180525E-1
2.321372658E1,5.003172755E-1,-8.710373044E-1,-7.553126216E-1
2.322372258E1,3.894935846E-1,-7.695692778E-1,-8.607368469E-1
2.323371858E1,2.407501787E-1,-6.832716465E-1,-9.310410619E-1
2.324371358E1,9.900708497E-2,-6.680426598E-1,-9.481326342E-1
2.325370958E1,9.290250018E-3,-7.207916379E-1,-8.967863917E-1
2.326370558E1,-7.008649409E-4,-8.439828157E-1,-7.756450176E-1
2.327370058E1,6.275933236E-2,-9.887713790E-1,-6.252616644E-1
2.328369658E1,1.225857511E-1,-1.144966364E0,-5.053460002E-1
2.329369258E1,1.145230308E-1,-1.247956395E0,-4.592035711E-1
2.330368858E1,2.512664907E-2,-1.251008272E0,-4.809460938E-1
2.331368358E1,-1.147135422E-1,-1.128832579E0,-4.664739370E-1
2.332367958E1,-2.433430552E-1,-9.462272525E-1,-4.250966907E-1
2.333367558E1,-2.751233578E-1,-7.254661322E-1,-3.725839555E-1
2.334367058E1,-1.853001714E-1,-4.920064211E-1,-2.977097332E-1
2.335366658E1,1.367151923E-2,-2.746594548E-1,-2.725351453E-1
2.336366258E1,2.742483616E-1,-7.770628482E-2,-2.608920038E-1
2.337365858E1,5.427680016E-1,7.712829858E-2,-2.127447128E-1
2.338365358E1,7.504700422E-1,1.273616552E-1,-1.362930834E-1
2.339364958E1,9.105023146E-1,1.180775985E-1,-3.816784918E-2
2.340364558E1,1.004129171E0,6.249362975E-2,7.134321332E-2
2.341364158E1,1.022226453E0,-1.958925463E-2,1.584895849E-1
2.342363658E1,9.785467982E-1,-8.376532793E-2,2.202599347E-1
2.343363258E1,9.040651321E-1,-1.247074306E-1,2.262448668E-1
2.344362858E1,8.132090569E-1,-1.213598698E-1,1.471904367E-1
2.345362358E1,6.995072961E-1,-1.174522117E-1,4.628565162E-2
2.346361958E1,5.773930550E-1,-9.638842940E-2,-4.307937995E-2
2.347361558E1,4.428968132E-1,-6.782469153E-2,-1.015898287E-1
2.348361158E1,3.023367226E-1,-4.715866596E-2,-1.215108857E-1
2.349360658E1,1.715728492E-1,-3.801896423E-2,-1.210815832E-1
2.350360258E1,9.376023710E-2,-4.027887806E-2,-1.070449725E-1
2.351359858E1,7.185468078E-2,-5.091607571E-2,-7.865993679E-2
2.352359458E1,1.138741225E-1,-7.185605913E-2,-3.765114024E-2
2.353358958E1,2.171800137E-1,-1.184390113E-1,2.907169610E-2
2.354358558E1,3.499496281E-1,-1.851883084E-1,1.170732528E-1
2.355358158E1,4.834474921E-1,-2.727336287E-1,2.014912069E-1
2.356357658E1,6.009046435E-1,-3.620285392E-1,2.658276260E-1
2.357357258E1,7.165939212E-1,-4.242104292E-1,2.719837725E-1
2.358356858E1,8.064608574E-1,-4.785502255E-1,2.464041412E-1
2.359356458E1,8.390606046E-1,-5.129241943E-1,2.080349177E-1
2.360355958E1,8.149002194E-1,-5.506674051E-1,1.812733859E-1
2.361355558E1,7.568691373E-1,-6.069447994E-1,1.603657007E-1
2.362355158E1,6.964142323E-1,-6.644440293E-1,1.549795121E-1
2.363354758E1,6.350147724E-1,-7.120866776E-1,1.667749137E-1
2.364354258E1,5.999032259E-1,-7.382538915E-1,1.782389134E-1
2.365353858E1,5.700502396E-1,-7.404845953E-1,1.859285384E-1
2.366353458E1,5.426554680E-1,-7.086933255E-1,1.923733503E-1
2.367352958E1,5.068231225E-1,-6.451780200E-1,1.854797453E-1
2.368352558E1,4.583282471E-1,-5.475925207E-1,1.555176824E-1
2.369352158E1,4.102067947E-1,-4.348180294E-1,1.154549569E-1
2.370351758E1,3.882427216E-1,-3.289204538E-1,8.986341953E-2
2.371351258E1,3.952532113E-1,-2.724819481E-1,8.707242459E-2
2.372350858E1,4.322240651E-1,-2.918483019E-1,1.212312877E-1
2.373350458E1,4.927132428E-1,-3.663009703E-1,1.781920344E-1
2.374349958E1,5.719701052E-1,-4.810354412E-1,2.489548177E-1
2.375349558E1,6.683054566E-1,-6.083712578E-1,3.108405769E-1
2.376349158E1,7.588324547E-1,-7.384946346E-1,3.410320282E-1
2.377349196E1,8.670305610E-1,-8.266103864E-1,3.281079829E-1
2.378348696E1,9.813901782E-1,-8.628694415E-1,2.485432476E-1
2.379348296E1,1.103642106E0,-8.561902642E-1,1.283537298E-1
2.380347896E1,1.195827246E0,-8.323115110E-1,2.252869541E-3
2.381347496E1,1.235212445E0,-8.189949393E-1,-7.602862269E-2
2.382346996E1,1.217642426E0,-8.321133852E-1,-9.482692927E-2
2.383346596E1,1.141336441E0,-8.675568700E-1,-9.190224856E-2
2.384346196E1,1.011533380E0,-8.719874620E-1,-6.174868345E-2
2.385345696E1,8.407814503E-1,-8.249980807E-1,4.787995480E-3
2.386345296E1,6.611517668E-1,-7.734398842E-1,4.793640226E-2
2.387344896E1,4.983697236E-1,-7.137411237E-1,5.351332575E-2
2.388344496E1,3.837038875E-1,-6.314442158E-1,5.534899235E-2
2.389343996E1,3.036609888E-1,-5.498153567E-1,7.059319317E-2
2.390343596E1,2.329831421E-1,-4.974318147E-1,5.898654833E-2
2.391343196E1,2.111598700E-1,-4.709155262E-1,1.416634955E-2
2.392342696E1,2.677494287E-1,-4.734057784E-1,-7.000495493E-2
2.393342296E1,4.394884408E-1,-5.100737810E-1,-2.017776370E-1
2.394341896E1,7.185518146E-1,-5.909890532E-1,-3.741909266E-1
2.395341496E1,1.073673129E0,-7.273300886E-1,-5.269855857E-1
2.396340996E1,1.442197323E0,-8.711884618E-1,-5.862007737E-1
2.397340596E1,1.730605721E0,-1.055074334E0,-5.663729906E-1
2.398340196E1,1.916127920E0,-1.255271435E0,-4.773205519E-1
2.399339796E1,2.004816294E0,-1.439140558E0,-3.126261532E-1
2.400339296E1,1.971906424E0,-1.594767690E0,-9.549771994E-2
2.401338896E1,1.823893070E0,-1.688979626E0,1.317604631E-1
2.402338496E1,1.592827559E0,-1.729840517E0,3.170643747E-1
2.403337996E1,1.365361691E0,-1.698895335E0,3.955498636E-1
2.404337596E1,1.223770380E0,-1.600317359E0,3.815132380E-1
2.405337196E1,1.145966053E0,-1.480522513E0,3.301653862E-1
2.406336796E1,1.120787621E0,-1.339144230E0,2.557894588E-1
2.407336296E1,1.152730942E0,-1.202684402E0,1.967982948E-1
2.408335896E1,1.255295873E0,-1.107109189E0,1.775977015E-1
2.409335496E1,1.395300388E0,-1.073191166E0,2.127519697E-1
2.410335096E1,1.535836220E0,-1.110714793E0,2.937123179E-1
2.411334596E1,1.651080012E0,-1.198002815E0,3.812800050E-1
2.412334196E1,1.749244332E0,-1.332592726E0,4.571103454E-1
2.413333796E1,1.836611509E0,-1.496180296E0,4.980878532E-1
2.414333296E1,1.911958814E0,-1.662769437E0,5.192387104E-1
2.415332896E1,1.961724877E0,-1.790627837E0,5.356760025E-1
2.416332496E1,1.975219011E0,-1.845513701E0,5.415384173E-1
2.417332096E1,1.938759327E0,-1.835552692E0,5.221354365E-1
2.418331596E1,1.841920614E0,-1.781141520E0,4.840578735E-1
2.419331196E1,1.686923265E0,-1.700697303E0,4.339049757E-1
2.420330796E1,1.484817624E0,-1.599588037E0,3.852426708E-1
2.421330396E1,1.260617733E0,-1.501917481E0,3.464207053E-1
2.422329896E1,1.041279912E0,-1.414711833E0,3.150895536E-1
2.423329496E1,8.674926758E-1,-1.331943750E0,2.815915048E-1
2.424329096E1,7.675544620E-1,-1.270348310E0,2.373788357E-1
2.425328596E1,7.378677130E-1,-1.225009561E0,1.683270633E-1
2.426328196E1,7.435789704E-1,-1.194829941E0,1.036657915E-1
2.427327796E1,7.350398302E-1,-1.151235819E0,4.681502655E-2
2.428327396E1,6.723830104E-1,-1.111139894E0,-8.554873988E-3
2.429326896E1,5.516625047E-1,-1.050022960E0,-6.443038583E-2
2.430326496E1,3.957336843E-1,-9.478571415E-1,-1.209010035E-1
2.431326096E1,2.279856950E-1,-8.510997295E-1,-1.936660260E-1
2.432325596E1,8.166519552E-2,-7.730205655E-1,-2.488115132E-1
2.433325196E1,-1.596122794E-2,-6.876395941E-1,-2.679396868E-1
2.434324796E1,-4.877017438E-2,-6.453376412E-1,-2.729166448E-1
2.435324396E1,-3.216003999E-2,-6.473275423E-1,-2.834616899E-1
2.436323896E1,8.455200121E-3,-6.300045252E-1,-3.184390366E-1
2.437323496E1,1.170984935E-2,-6.027950048E-1,-3.980015218E-1
2.438323096E1,-7.741018385E-2,-5.652807951E-1,-4.676158130E-1
2.439322596E1,-2.310050577E-1,-4.968817234E-1,-5.184974074E-1
2.440322196E1,-3.878942430E-1,-3.977815807E-1,-5.510833263E-1
2.441321796E1,-5.146234632E-1,-2.878018022E-1,-5.800425410E-1
2.442321396E1,-5.786836743E-1,-1.679561436E-1,-6.051362157E-1
2.443320896E1,-5.658035278E-1,-6.004912034E-2,-6.128175855E-1
2.444320496E1,-4.452532232E-1,-5.635611247E-3,-5.785444975E-1
2.445320096E1,-1.995712966E-1,-7.826859131E-3,-4.992446005E-1
2.446319696E1,1.122433022E-1,-6.758827716E-2,-3.838807344E-1
2.447319196E1,3.931886852E-1,-1.826658696E-1,-2.667631805E-1
2.448318796E1,5.749028921E-1,-3.175717294E-1,-1.970603019E-1
2.449318396E1,6.375553608E-1,-4.356163442E-1,-1.927451789E-1
2.450317896E1,6.189235449E-1,-4.769531190E-1,-2.463915348E-1
2.451317496E1,5.456927419E-1,-4.755027592E-1,-3.455777764E-1
2.452317096E1,4.379408360E-1,-4.517385364E-1,-4.220233858E-1
2.453316696E1,3.350096643E-1,-3.936736286E-1,-4.273856580E-1
2.454316196E1,2.572290897E-1,-3.541337848E-1,-3.614222109E-1
2.455315796E1,2.070772350E-1,-3.363476098E-1,-2.373337895E-1
2.456315396E1,1.543342918E-1,-3.396666646E-1,-6.881973147E-2
2.457314896E1,7.846589386E-2,-3.292214870E-1,9.633939713E-2
2.458314496E1,-1.341519412E-3,-3.053563833E-1,2.149391770E-1
2.459314096E1,-5.239778012E-2,-2.941277027E-1,2.699832618E-1
2.460313696E1,-4.489911720E-2,-3.007445931E-1,2.853808701E-1
2.461313196E1,-6.935222540E-3,-3.190524876E-1,2.847954929E-1
2.462312796E1,6.005158275E-2,-3.326490819E-1,2.636953592E-1
2.463312396E1,1.694859266E-1,-3.599137366E-1,2.334349304E-1
2.464311996E1,3.271560967E-1,-4.168395698E-1,2.108272761E-1
2.465311496E1,5.077155232E-1,-4.774102271E-1,2.132845819E-1
2.466311096E1,6.798254848E-1,-5.379437208E-1,2.492424548E-1
2.467310696E1,8.256433606E-1,-5.877557993E-1,2.944008708E-1
2.468310196E1,9.328246713E-1,-6.234126687E-1,3.273459673E-1
2.469309796E1,1.003029346E0,-6.314879060E-1,3.305950165E-1
2.470309396E1,1.030646682E0,-6.218281984E-1,3.036835194E-1
2.471308996E1,1.007084131E0,-6.150038242E-1,2.514498830E-1
2.472308496E1,9.342376590E-1,-5.965359211E-1,1.938201338E-1
2.473308096E1,8.329174519E-1,-5.589541793E-1,1.408274919E-1
2.474307696E1,7.168314457E-1,-5.095582008E-1,9.878735244E-2
2.475307196E1,5.976145267E-1,-4.542566240E-1,8.279346675E-2
2.476306796E1,5.255122781E-1,-4.052683711E-1,8.521512896E-2
2.477305958E1,5.088150501E-1,-3.705114722E-1,8.406277746E-2
2.478305558E1,5.367614031E-1,-3.434530199E-1,8.307843655E-2
2.479305058E1,6.012676954E-1,-3.436522484E-1,7.093735039E-2
2.480304658E1,6.446375251E-1,-3.909843862E-1,5.318019167E-2
2.481304258E1,6.363446712E-1,-4.580726027E-1,4.247215390E-2
2.482303758E1,5.889898539E-1,-4.970158935E-1,4.662102833E-2
2.483303358E1,5.201024413E-1,-4.874101579E-1,5.104640499E-2
2.484302958E1,4.584294558E-1,-4.464923143E-1,5.124635622E-2
2.485302558E1,4.249106646E-1,-3.783249557E-1,5.527998134E-2
2.486302058E1,4.089247286E-1,-2.690249681E-1,6.446273625E-2
2.487301658E1,3.948594928E-1,-1.551870853E-1,7.394119352E-2
2.488301258E1,3.876439333E-1,-2.830030210E-2,7.471770048E-2
2.489300858E1,4.091998041E-1,7.358957827E-2,7.662425935E-2
2.490300358E1,4.457111955E-1,8.509551734E-2,1.096656099E-1
2.491299958E1,4.884565175E-1,-4.632774740E-3,1.846178770E-1
2.492299558E1,5.194913745E-1,-1.728622466E-1,2.553088665E-1
2.493299058E1,5.336189270E-1,-3.465070128E-1,2.942453623E-1
2.494298658E1,5.298497081E-1,-4.825201929E-1,2.692940235E-1
2.495298258E1,5.266078115E-1,-6.129413247E-1,1.978877634E-1
2.496297858E1,5.389521718E-1,-7.194485068E-1,1.333010793E-1
2.497297358E1,5.889245272E-1,-7.699939609E-1,7.806845009E-2
2.498296958E1,7.305251360E-1,-7.531881332E-1,-7.358216681E-5
2.499296558E1,9.510750771E-1,-7.124500275E-1,-1.145775244E-1
2.500296058E1,1.223725915E0,-6.473321915E-1,-2.326211929E-1
2.501295658E1,1.508489966E0,-5.616844296E-1,-3.260787129E-1
2.502295258E1,1.737401724E0,-4.943836331E-1,-3.682918847E-1
2.503294858E1,1.842242360E0,-4.440440238E-1,-3.691563308E-1
2.504294358E1,1.827689767E0,-4.176731706E-1,-3.578503728E-1
2.505293958E1,1.714394808E0,-4.040806592E-1,-3.448259234E-1
2.506293558E1,1.501358151E0,-3.926346302E-1,-3.443650901E-1
2.507293158E1,1.206717730E0,-3.708379865E-1,-3.734777272E-1
2.508292658E1,8.822867870E-1,-3.070873618E-1,-4.116378427E-1
2.509292258E1,5.826532245E-1,-2.041633576E-1,-4.433270395E-1
2.510291858E1,3.376992345E-1,-8.570408076E-2,-4.445026815E-1
2.511291358E1,1.529919654E-1,1.585903019E-2,-4.007426798E-1
2.512290958E1,5.511998758E-2,1.149866357E-1,-3.033029139E-1
2.513290558E1,3.717214614E-2,1.848101914E-1,-1.736021936E-1
2.514290158E1,8.933726698E-2,2.114422023E-1,-3.041637689E-2
2.515289658E1,1.587088853E-1,1.750277281E-1,9.522410482E-2
2.516289258E1,2.151742429E-1,9.074934572E-2,2.006658912E-1
2.517288858E1,2.459952831E-1,-2.709233388E-2,2.942759991E-1
2.518288358E1,2.790798545E-1,-1.664457917E-1,3.898904622E-1
2.519287958E1,3.558204472E-1,-3.292837143E-1,4.760964513E-1
2.520287558E1,4.738375843E-1,-4.860611558E-1,5.503426790E-1
2.521287158E1,6.074504852E-1,-6.247820258E-1,6.078850627E-1
2.522286658E1,7.384806275E-1,-7.166771889E-1,6.302235723E-1
2.523286258E1,8.308225274E-1,-7.630422711E-1,6.227600574E-1
2.524285858E1,8.528941870E-1,-7.468248010E-1,5.880713463E-1
2.525285358E1,8.069759607E-1,-6.684317589E-1,5.213671327E-1
2.526284958E1,7.232537866E-1,-5.765744448E-1,4.345704317E-1
2.527284558E1,6.251493096E-1,-4.779407978E-1,3.603467941E-1
2.528284158E1,5.222992897E-1,-3.970095813E-1,3.227882385E-1
2.529283658E1,4.176380932E-1,-3.517427742E-1,3.301486969E-1
2.530283258E1,3.211629093E-1,-3.456210494E-1,3.538473547E-1
2.531282858E1,2.356458604E-1,-3.829945326E-1,3.586373031E-1
2.532282358E1,1.561108232E-1,-4.436917007E-1,3.396926522E-1
2.533281958E1,9.358087182E-2,-4.872069359E-1,2.957867086E-1
2.534281558E1,4.689333215E-2,-4.917872846E-1,2.369017154E-1
2.535281158E1,-1.680708304E-2,-4.370332360E-1,1.552297622E-1
2.536280658E1,-8.339177072E-2,-3.418453336E-1,5.399790406E-2
2.537280258E1,-1.889333725E-1,-2.738042474E-1,-1.579635777E-2
2.538279858E1,-3.309425414E-1,-2.343099862E-1,-6.990195252E-3
2.539279458E1,-4.551462531E-1,-2.062935382E-1,5.375118181E-2
2.540278958E1,-5.404492617E-1,-1.820142567E-1,1.244736984E-1
2.541278558E1,-5.725544691E-1,-1.430372894E-1,1.589403450E-1
2.542278158E1,-5.820834637E-1,-1.095272303E-1,1.421587169E-1
2.543277658E1,-6.252509356E-1,-5.720091239E-2,9.494619817E-2
2.544277258E1,-7.169637084E-1,3.774106130E-2,3.884342313E-2
2.545276858E1,-8.340234756E-1,1.612310410E-1,-1.521235798E-2
2.546276458E1,-9.510350227E-1,2.857233584E-1,-3.874788061E-2
2.547275958E1,-1.061023831E0,3.958344162E-1,-3.802882880E-2
2.548275558E1,-1.139841080E0,4.465776384E-1,-3.454346210E-2
2.549275158E1,-1.183098793E0,4.508538842E-1,-2.666876279E-2
2.550274658E1,-1.192054272E0,4.293914139E-1,1.972592436E-2
2.551274258E1,-1.150625587E0,4.177619219E-1,5.666663125E-2
2.552273858E1,-1.036028743E0,4.312772751E-1,5.403901637E-2
2.553273458E1,-8.609347343E-1,4.450910985E-1,-7.997456938E-3
2.554272958E1,-6.674195528E-1,4.520096481E-1,-1.185341403E-1
2.555272558E1,-4.586783648E-1,4.705364704E-1,-2.504436970E-1
2.556272158E1,-2.669146061E-1,4.886302054E-1,-3.492597342E-1
2.557271758E1,-1.366444826E-1,4.744973183E-1,-3.904426098E-1
2.558271258E1,-6.514851749E-2,4.346552789E-1,-3.791553676E-1
2.559270858E1,-2.977508679E-2,3.859900236E-1,-3.466991484E-1
2.560270458E1,-6.127605680E-3,3.234926462E-1,-2.807274759E-1
2.561269958E1,-3.465725109E-2,2.580912411E-1,-1.964277774E-1
2.562269558E1,-9.804315865E-2,2.290398479E-1,-1.225367934E-1
2.563269158E1,-1.718856841E-1,2.373744845E-1,-9.480050206E-2
2.564268758E1,-2.389242798E-1,2.712816894E-1,-9.221484512E-2
2.565268258E1,-2.801369727E-1,3.313450217E-1,-9.394670278E-2
2.566267858E1,-3.001141846E-1,3.888810575E-1,-9.192100167E-2
2.567267458E1,-3.045028150E-1,4.159331620E-1,-8.453232795E-2
2.568266958E1,-3.015848696E-1,4.077685475E-1,-4.602444172E-2
2.569266558E1,-2.798063159E-1,3.785986602E-1,1.138159540E-2
2.570266158E1,-2.378108650E-1,3.096638620E-1,9.356191754E-2
2.571265758E1,-1.975683719E-1,2.073454857E-1,1.714870781E-1
2.572265258E1,-1.580471247E-1,1.076307595E-1,2.275186181E-1
2.573264858E1,-1.372102946E-1,3.992282227E-2,2.559015155E-1
2.574264458E1,-1.312298328E-1,-1.027379744E-2,2.620908618E-1
2.575264058E1,-1.420662254E-1,-2.678619698E-2,2.633356154E-1
2.576263558E1,-1.637746245E-1,-6.627061404E-3,2.620117366E-1
2.577263158E1,-1.829435229E-1,2.721212804E-2,2.542198598E-1
2.578262821E1,-1.958577633E-1,6.669445336E-2,2.471909225E-1
2.579262321E1,-2.030642778E-1,8.900881559E-2,2.410621792E-1
2.580261921E1,-2.218485475E-1,9.918659925E-2,2.482808530E-1
2.581261521E1,-2.348136157E-1,1.056202576E-1,2.760893106E-1
2.582261121E1,-2.312779427E-1,9.388550371E-2,3.040310740E-1
2.583260621E1,-2.050061226E-1,6.387779862E-2,3.298709393E-1
2.584260221E1,-1.497011334E-1,6.025790423E-2,3.354060054E-1
2.585259821E1,-7.228278369E-2,5.849329382E-2,3.142895401E-1
2.586259321E1,-1.225694269E-2,5.778066069E-2,2.701920867E-1
2.587258921E1,3.487062454E-2,8.019489050E-2,2.232312411E-1
2.588258521E1,6.453602761E-2,1.149610057E-1,2.078573108E-1
2.589258121E1,7.833306491E-2,1.455724388E-1,2.085156441E-1
2.590257621E1,1.014493853E-1,1.949025691E-1,2.077974230E-1
2.591257221E1,1.530198902E-1,2.431001961E-1,1.864484549E-1
2.592256821E1,2.309696674E-1,2.653316855E-1,1.448068470E-1
2.593256421E1,3.122813106E-1,2.936562598E-1,1.064520106E-1
2.594255921E1,3.571166992E-1,3.160690963E-1,8.373865485E-2
2.595255521E1,3.562088311E-1,2.916788161E-1,8.997631073E-2
2.596255121E1,3.204949498E-1,2.138301134E-1,1.228470057E-1
2.597254621E1,2.964844406E-1,1.175113022E-1,1.499571800E-1
2.598254221E1,3.236165047E-1,-1.292783488E-2,1.533932686E-1
2.599253821E1,4.215513170E-1,-1.658217758E-1,1.053876728E-1
2.600253421E1,5.497678518E-1,-3.272449970E-1,6.285903044E-3
2.601252921E1,6.651764512E-1,-4.710903168E-1,-1.203026623E-1
2.602252521E1,7.717122436E-1,-5.537413955E-1,-2.527266741E-1
2.603252121E1,8.528076410E-1,-5.961239934E-1,-3.668252826E-1
2.604251721E1,9.188212752E-1,-5.966342092E-1,-4.598206580E-1
2.605251221E1,9.637286067E-1,-5.557903647E-1,-5.211673379E-1
2.606250821E1,9.759224653E-1,-5.025050044E-1,-5.550250411E-1
2.607250421E1,9.710496664E-1,-4.541193843E-1,-5.548215508E-1
2.608250021E1,9.674978256E-1,-3.959183097E-1,-5.240121484E-1
2.609249521E1,9.570643902E-1,-3.424042165E-1,-4.834753871E-1
2.610249121E1,9.140239358E-1,-3.176864386E-1,-4.182543457E-1
2.611248721E1,8.125036955E-1,-2.929427624E-1,-3.453673720E-1
2.612248221E1,6.483668685E-1,-2.730797827E-1,-2.971365750E-1
2.613247821E1,4.512399137E-1,-2.229031622E-1,-2.869470417E-1
2.614247421E1,2.970771492E-1,-1.531889141E-1,-3.083804846E-1
2.615247021E1,1.934290677E-1,-9.390348941E-2,-3.116287291E-1
2.616246521E1,1.464648545E-1,-4.731141776E-2,-2.817946970E-1
2.617246121E1,1.399733871E-1,-3.945775703E-2,-2.228317559E-1
2.618245721E1,1.858858168E-1,-7.919656485E-2,-1.369426548E-1
2.619245321E1,2.508565485E-1,-1.472336799E-1,-3.545197845E-2
2.620244821E1,3.351528943E-1,-2.146617621E-1,6.680926681E-2
2.621244421E1,4.259171486E-1,-2.598979473E-1,1.383556128E-1
2.622244021E1,5.084382296E-1,-2.706596553E-1,1.649536639E-1
2.623243621E1,5.569842458E-1,-2.682668269E-1,1.590100229E-1
2.624243121E1,5.729021430E-1,-2.632682920E-1,1.530789882E-1
2.625242721E1,5.466593504E-1,-2.693328559E-1,1.674627215E-1
2.626242321E1,4.869615734E-1,-2.846613228E-1,2.043759674E-1
